Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3778874103984914
Latino,Latino,STATEN ISLAND,Staten Island,0.27616016877355
Black,Black,STATEN ISLAND,Staten Island,0.2440432689084819
Asian,Asian,STATEN ISLAND,Staten Island,0.5577598984406432
White,White,QUEENS,Queens,0.3631141267866176
Latino,Latino,QUEENS,Queens,0.2918785359778007
Black,Black,QUEENS,Queens,0.2203835906507485
Asian,Asian,QUEENS,Queens,0.513860575802673
White,White,MANHATTAN,Manhattan,0.510782065499593
Latino,Latino,MANHATTAN,Manhattan,0.3301408069759803
Black,Black,MANHATTAN,Manhattan,0.3030910063574456
Asian,Asian,MANHATTAN,Manhattan,0.533268375762276
White,White,BROOKLYN,Brooklyn,0.3652283180507434
Latino,Latino,BROOKLYN,Brooklyn,0.2611148519330471
Black,Black,BROOKLYN,Brooklyn,0.2258925996608883
Asian,Asian,BROOKLYN,Brooklyn,0.5074292187830528
White,White,THE BRONX,Bronx,0.3704004084642999
Latino,Latino,THE BRONX,Bronx,0.2415471498376888
Black,Black,THE BRONX,Bronx,0.2367435192327192
Asian,Asian,THE BRONX,Bronx,0.4241291483824644
White,White,%all%,%all%,0.4108860106775469
Latino,Latino,%all%,%all%,0.2759088019204832
Black,Black,%all%,%all%,0.2363032177518156
Asian,Asian,%all%,%all%,0.5134601312255767
