Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,352199,0.1032129442645588,0.1032129442645588
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5317,0.0015581623589353,0.0015581623589353
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9965,0.0029202723164925,0.0029202723164925
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,462040,0.1354021697051859,0.1354021697051859
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,736314,0.2157789654235655,0.2157789654235655
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,726680,0.2129556936225531,0.2129556936225531
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1119838,0.328171792308709,0.328171792308709
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,63909,0.1061731225454038,0.1061731225454038
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,849,0.0014104583241961,0.0014104583241961
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1502,0.0024952984722527,0.0024952984722527
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,48241,0.0801436042609464,0.0801436042609464
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,73030,0.1213259969564669,0.1213259969564669
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,79664,0.1323471754284537,0.1323471754284537
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,334737,0.5561043440122806,0.5561043440122806
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,261573,0.1010110644792064,0.1010110644792064
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4243,0.0016385098866675,0.0016385098866675
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7441,0.0028734744441887,0.0028734744441887
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,324874,0.1254558710632126,0.1254558710632126
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,582649,0.2250002703174454,0.2250002703174454
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,586898,0.2266410972107874,0.2266410972107874
18 to 64 years,18 to 64 years,White,White,NYC,NYC,821870,0.3173797125984921,0.3173797125984921
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,46203,0.1028394762204717,0.1028394762204717
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,703,0.0015647501630412,0.0015647501630412
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1118,0.0024884646974112,0.0024884646974112
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,38711,0.0861636466023999,0.0861636466023999
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,62108,0.1382411139774703,0.1382411139774703
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,65752,0.1463519953346852,0.1463519953346852
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,234678,0.5223505530045206,0.5223505530045206
65+ years,65+ years,Other,Other,NYC,NYC,86846,0.1091891592864722,0.1091891592864722
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1011,0.0012711033327801,0.0012711033327801
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2271,0.0028552677237821,0.0028552677237821
65+ years,65+ years,Black,Black,NYC,NYC,133972,0.1684394220565974,0.1684394220565974
65+ years,65+ years,Latino,Latino,NYC,NYC,147598,0.1855710283992899,0.1855710283992899
65+ years,65+ years,Asian,Asian,NYC,NYC,132111,0.1660996363965541,0.1660996363965541
65+ years,65+ years,White,White,NYC,NYC,291563,0.3665743828045242,0.3665743828045242
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17342,0.1169709764668587,0.1169709764668587
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,136,0.0009173136200838,0.0009173136200838
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,373,0.0025158675021415,0.0025158675021415
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9277,0.0625729298052732,0.0625729298052732
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10227,0.0689806352396819,0.0689806352396819
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13188,0.0889524413357705,0.0889524413357705
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97716,0.6590898360301904,0.6590898360301904
