Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-05-11,5/11,25435,25435
2021-05-10,5/10,39006,39006
2021-05-09,5/9,24311,24311
2021-05-08,5/8,49511,49511
2021-05-07,5/7,66727,66727
2021-05-06,5/6,64207,64207
2021-05-05,5/5,61786,61786
2021-05-04,5/4,71312,71312
2021-05-03,5/3,65323,65323
2021-05-02,5/2,43316,43316
2021-05-01,5/1,61093,61093
2021-04-30,4/30,68374,68374
2021-04-29,4/29,69591,69591
2021-04-28,4/28,67016,67016
2021-04-27,4/27,61246,61246
2021-04-26,4/26,51856,51856
2021-04-25,4/25,38373,38373
2021-04-24,4/24,61533,61533
2021-04-23,4/23,70185,70185
2021-04-22,4/22,73580,73580
2021-04-21,4/21,70491,70491
2021-04-20,4/20,66726,66726
2021-04-19,4/19,61420,61420
2021-04-18,4/18,39445,39445
2021-04-17,4/17,71919,71919
2021-04-16,4/16,87902,87902
2021-04-15,4/15,90407,90407
2021-04-14,4/14,84793,84793
2021-04-13,4/13,81123,81123
2021-04-12,4/12,83602,83602
2021-04-11,4/11,67150,67150
2021-04-10,4/10,93676,93676
2021-04-09,4/9,113492,113492
2021-04-08,4/8,115950,115950
2021-04-07,4/7,104623,104623
2021-04-06,4/6,97257,97257
2021-04-05,4/5,84224,84224
2021-04-04,4/4,52182,52182
2021-04-03,4/3,86319,86319
2021-04-02,4/2,107258,107258
2021-04-01,4/1,113775,113775
2021-03-31,3/31,99640,99640
2021-03-30,3/30,84286,84286
2021-03-29,3/29,74668,74668
2021-03-28,3/28,60410,60410
2021-03-27,3/27,81944,81944
2021-03-26,3/26,95507,95507
2021-03-25,3/25,96654,96654
2021-03-24,3/24,81957,81957
2021-03-23,3/23,73568,73568
2021-03-22,3/22,62917,62917
2021-03-21,3/21,48395,48395
2021-03-20,3/20,67547,67547
2021-03-19,3/19,81238,81238
2021-03-18,3/18,80903,80903
2021-03-17,3/17,69976,69976
2021-03-16,3/16,62308,62308
2021-03-15,3/15,54099,54099
2021-03-14,3/14,50576,50576
2021-03-13,3/13,71551,71551
2021-03-12,3/12,84677,84677
2021-03-11,3/11,84618,84618
2021-03-10,3/10,70537,70537
2021-03-09,3/9,58438,58438
2021-03-08,3/8,62166,62166
2021-03-07,3/7,56690,56690
2021-03-06,3/6,70599,70599
2021-03-05,3/5,86909,86909
2021-03-04,3/4,82355,82355
2021-03-03,3/3,63525,63525
2021-03-02,3/2,58428,58428
2021-03-01,3/1,50955,50955
2021-02-28,2/28,57925,57925
2021-02-27,2/27,73253,73253
2021-02-26,2/26,93362,93362
2021-02-25,2/25,83587,83587
2021-02-24,2/24,55647,55647
2021-02-23,2/23,38643,38643
2021-02-22,2/22,24239,24239
2021-02-21,2/21,23603,23603
2021-02-20,2/20,36946,36946
2021-02-19,2/19,36518,36518
2021-02-18,2/18,36141,36141
2021-02-17,2/17,37547,37547
2021-02-16,2/16,40160,40160
2021-02-15,2/15,22697,22697
2021-02-14,2/14,39593,39593
2021-02-13,2/13,52611,52611
2021-02-12,2/12,68014,68014
2021-02-11,2/11,60382,60382
2021-02-10,2/10,47970,47970
2021-02-09,2/9,44607,44607
2021-02-08,2/8,39647,39647
2021-02-07,2/7,20021,20021
2021-02-06,2/6,33769,33769
2021-02-05,2/5,46596,46596
2021-02-04,2/4,45839,45839
2021-02-03,2/3,36596,36596
2021-02-02,2/2,11995,11995
2021-02-01,2/1,6337,6337
2021-01-31,1/31,15609,15609
2021-01-30,1/30,21939,21939
2021-01-29,1/29,42598,42598
2021-01-28,1/28,41834,41834
2021-01-27,1/27,32487,32487
2021-01-26,1/26,26861,26861
2021-01-25,1/25,24021,24021
2021-01-24,1/24,10339,10339
2021-01-23,1/23,18496,18496
2021-01-22,1/22,28495,28495
2021-01-21,1/21,33062,33062
2021-01-20,1/20,43840,43840
2021-01-19,1/19,43230,43230
2021-01-18,1/18,29084,29084
2021-01-17,1/17,25279,25279
2021-01-16,1/16,32299,32299
2021-01-15,1/15,32381,32381
2021-01-14,1/14,40720,40720
2021-01-13,1/13,40813,40813
2021-01-12,1/12,35624,35624
2021-01-11,1/11,32908,32908
2021-01-10,1/10,8787,8787
2021-01-09,1/9,9086,9086
2021-01-08,1/8,21806,21806
2021-01-07,1/7,21456,21456
2021-01-06,1/6,21507,21507
2021-01-05,1/5,16020,16020
2021-01-04,1/4,12970,12970
2021-01-03,1/3,3541,3541
2021-01-02,1/2,3812,3812
2021-01-01,1/1,166,166
2020-12-31,12/31,7234,7234
2020-12-30,12/30,12811,12811
2020-12-29,12/29,10711,10711
2020-12-28,12/28,10955,10955
2020-12-27,12/27,3839,3839
2020-12-26,12/26,4348,4348
2020-12-25,12/25,179,179
2020-12-24,12/24,7237,7237
2020-12-23,12/23,14253,14253
2020-12-22,12/22,9753,9753
2020-12-21,12/21,6271,6271
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5785,5785
2020-12-17,12/17,4495,4495
2020-12-16,12/16,4514,4514
2020-12-15,12/15,2039,2039
2020-12-14,12/14,77,77
