Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,374734,0.1038832798301204,0.1038832798301204
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5613,0.0015560286755044,0.0015560286755044
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,10653,0.0029532110244341,0.0029532110244341
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,491460,0.1362419121438432,0.1362419121438432
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,806250,0.2235075930207415,0.2235075930207415
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,763116,0.2115500407511518,0.2115500407511518
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1155434,0.3203079345542046,0.3203079345542046
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,72859,0.1163811142454611,0.1163811142454611
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,891,0.0014232362891709,0.0014232362891709
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1554,0.0024822774336382,0.0024822774336382
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,50308,0.080359339209441,0.080359339209441
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,77515,0.1238183624636204,0.1238183624636204
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,82074,0.1311006680105681,0.1311006680105681
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,340837,0.5444350023481004,0.5444350023481004
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,275600,0.1007503635567364,0.1007503635567364
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4466,0.0016326238158359,0.0016326238158359
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7880,0.0028806707722318,0.0028806707722318
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,347354,0.1269812836824623,0.1269812836824623
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,640426,0.2341188400986447,0.2341188400986447
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,614657,0.2246985348791471,0.2246985348791471
18 to 64 years,18 to 64 years,White,White,NYC,NYC,845091,0.3089376831949417,0.3089376831949417
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,51178,0.1096348788785015,0.1096348788785015
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,739,0.0015831055432259,0.0015831055432259
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1158,0.0024806985372876,0.0024806985372876
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,40445,0.0866423595341942,0.0866423595341942
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,65987,0.1413591143177865,0.1413591143177865
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,67705,0.1450394598161113,0.1450394598161113
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,239592,0.5132603833728931,0.5132603833728931
65+ years,65+ years,Other,Other,NYC,NYC,91323,0.1118149995163658,0.1118149995163658
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1034,0.0012660196171821,0.0012660196171821
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2335,0.002858951456596,0.002858951456596
65+ years,65+ years,Black,Black,NYC,NYC,137981,0.168942604253777,0.168942604253777
65+ years,65+ years,Latino,Latino,NYC,NYC,153679,0.1881630838964509,0.1881630838964509
65+ years,65+ years,Asian,Asian,NYC,NYC,134760,0.1649988429511236,0.1649988429511236
65+ years,65+ years,White,White,NYC,NYC,295621,0.3619554983085048,0.3619554983085048
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,21086,0.1385104510161988,0.1385104510161988
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,138,0.000906499205171,0.000906499205171
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,378,0.0024830195619901,0.0024830195619901
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9410,0.0618127356569492,0.0618127356569492
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10374,0.0681450924235059,0.0681450924235059
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13165,0.0864787104063481,0.0864787104063481
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97683,0.641663491729837,0.641663491729837
