Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-02-10,2/10,1212483,1212483
2021-02-11,2/11,1272996,1272996
2021-02-12,2/12,1341324,1341324
2021-02-13,2/13,1394020,1394020
2021-02-14,2/14,1433623,1433623
2021-02-15,2/15,1456404,1456404
2021-02-16,2/16,1496600,1496600
2021-02-17,2/17,1534287,1534287
2021-02-18,2/18,1570804,1570804
2021-02-19,2/19,1607373,1607373
2021-02-20,2/20,1644368,1644368
2021-02-21,2/21,1667923,1667923
2021-02-22,2/22,1692171,1692171
2021-02-23,2/23,1730839,1730839
2021-02-24,2/24,1786452,1786452
2021-02-25,2/25,1870055,1870055
2021-02-26,2/26,1963493,1963493
2021-02-27,2/27,2036711,2036711
2021-02-28,2/28,2094684,2094684
2021-03-01,3/1,2145602,2145602
2021-03-02,3/2,2204028,2204028
2021-03-03,3/3,2267501,2267501
2021-03-04,3/4,2349895,2349895
2021-03-05,3/5,2436983,2436983
2021-03-06,3/6,2507625,2507625
2021-03-07,3/7,2564315,2564315
2021-03-08,3/8,2626521,2626521
2021-03-09,3/9,2685031,2685031
2021-03-10,3/10,2755589,2755589
2021-03-11,3/11,2840477,2840477
2021-03-12,3/12,2925375,2925375
2021-03-13,3/13,2997147,2997147
2021-03-14,3/14,3047717,3047717
2021-03-15,3/15,3101813,3101813
2021-03-16,3/16,3164119,3164119
2021-03-17,3/17,3234090,3234090
2021-03-18,3/18,3315022,3315022
2021-03-19,3/19,3396574,3396574
2021-03-20,3/20,3464204,3464204
2021-03-21,3/21,3512602,3512602
2021-03-22,3/22,3575538,3575538
2021-03-23,3/23,3649073,3649073
2021-03-24,3/24,3730985,3730985
2021-03-25,3/25,3827651,3827651
2021-03-26,3/26,3923194,3923194
2021-03-27,3/27,4005175,4005175
2021-03-28,3/28,4065598,4065598
2021-03-29,3/29,4140309,4140309
2021-03-30,3/30,4224605,4224605
2021-03-31,3/31,4324269,4324269
2021-04-01,4/1,4438085,4438085
2021-04-02,4/2,4545563,4545563
2021-04-03,4/3,4632084,4632084
2021-04-04,4/4,4684510,4684510
2021-04-05,4/5,4768995,4768995
2021-04-06,4/6,4866740,4866740
2021-04-07,4/7,4971802,4971802
2021-04-08,4/8,5088089,5088089
2021-04-09,4/9,5201908,5201908
2021-04-10,4/10,5295797,5295797
2021-04-11,4/11,5365633,5365633
2021-04-12,4/12,5451927,5451927
2021-04-13,4/13,5535383,5535383
2021-04-14,4/14,5622463,5622463
2021-04-15,4/15,5715055,5715055
2021-04-16,4/16,5805408,5805408
2021-04-17,4/17,5881951,5881951
2021-04-18,4/18,5929109,5929109
2021-04-19,4/19,5998242,5998242
2021-04-20,4/20,6070832,6070832
2021-04-21,4/21,6144355,6144355
2021-04-22,4/22,6222220,6222220
2021-04-23,4/23,6296684,6296684
2021-04-24,4/24,6364097,6364097
2021-04-25,4/25,6403724,6403724
2021-04-26,4/26,6457130,6457130
2021-04-27,4/27,6519842,6519842
2021-04-28,4/28,6588185,6588185
2021-04-29,4/29,6659095,6659095
2021-04-30,4/30,6728575,6728575
2021-05-01,5/1,6794801,6794801
2021-05-02,5/2,6844022,6844022
2021-05-03,5/3,6915531,6915531
2021-05-04,5/4,6991987,6991987
2021-05-05,5/5,7059197,7059197
2021-05-06,5/6,7128086,7128086
2021-05-07,5/7,7200026,7200026
2021-05-08,5/8,7257350,7257350
2021-05-09,5/9,7293974,7293974
2021-05-10,5/10,7346687,7346687
2021-05-11,5/11,7405525,7405525
2021-05-12,5/12,7459415,7459415
2021-05-13,5/13,7521059,7521059
2021-05-14,5/14,7590015,7590015
2021-05-15,5/15,7649591,7649591
2021-05-16,5/16,7678192,7678192
2021-05-17,5/17,7725003,7725003
2021-05-18,5/18,7774924,7774924
2021-05-19,5/19,7824325,7824325
2021-05-20,5/20,7859211,7859211
2021-05-21,5/21,7877865,7877865
