Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2117,2117
2020-12-16,12/16,6631,6631
2020-12-17,12/17,11127,11127
2020-12-18,12/18,16913,16913
2020-12-19,12/19,18599,18599
2020-12-20,12/20,19703,19703
2020-12-21,12/21,25975,25975
2020-12-22,12/22,35730,35730
2020-12-23,12/23,49980,49980
2020-12-24,12/24,57222,57222
2020-12-25,12/25,57401,57401
2020-12-26,12/26,61753,61753
2020-12-27,12/27,65592,65592
2020-12-28,12/28,76572,76572
2020-12-29,12/29,87300,87300
2020-12-30,12/30,100117,100117
2020-12-31,12/31,107353,107353
2021-01-01,1/1,107518,107518
2021-01-02,1/2,111330,111330
2021-01-03,1/3,114875,114875
2021-01-04,1/4,127846,127846
2021-01-05,1/5,143889,143889
2021-01-06,1/6,165421,165421
2021-01-07,1/7,186931,186931
2021-01-08,1/8,208738,208738
2021-01-09,1/9,217826,217826
2021-01-10,1/10,226618,226618
2021-01-11,1/11,259544,259544
2021-01-12,1/12,295151,295151
2021-01-13,1/13,335819,335819
2021-01-14,1/14,376524,376524
2021-01-15,1/15,408902,408902
2021-01-16,1/16,441205,441205
2021-01-17,1/17,466488,466488
2021-01-18,1/18,495586,495586
2021-01-19,1/19,538897,538897
2021-01-20,1/20,582662,582662
2021-01-21,1/21,615731,615731
2021-01-22,1/22,644243,644243
2021-01-23,1/23,662740,662740
2021-01-24,1/24,673073,673073
2021-01-25,1/25,697398,697398
2021-01-26,1/26,724282,724282
2021-01-27,1/27,756732,756732
2021-01-28,1/28,798578,798578
2021-01-29,1/29,841159,841159
2021-01-30,1/30,863172,863172
2021-01-31,1/31,878787,878787
2021-02-01,2/1,885122,885122
2021-02-02,2/2,897111,897111
2021-02-03,2/3,933863,933863
2021-02-04,2/4,979618,979618
2021-02-05,2/5,1026327,1026327
2021-02-06,2/6,1060108,1060108
2021-02-07,2/7,1080225,1080225
2021-02-08,2/8,1119967,1119967
2021-02-09,2/9,1164483,1164483
