Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,97718,82427,0.3563178143777288
STATEN ISLAND,Staten Island,F,Female,111915,95798,0.3913109189462978
QUEENS,Queens,M,Male,539602,429847,0.3892962847755928
QUEENS,Queens,F,Female,606780,491926,0.4225565448830061
MANHATTAN,Manhattan,M,Male,436634,371927,0.4870642365776986
MANHATTAN,Manhattan,F,Female,502474,433036,0.5107698469573132
BROOKLYN,Brooklyn,M,Male,478898,384431,0.3171365309513164
BROOKLYN,Brooklyn,F,Female,567067,464082,0.3443488171407923
THE BRONX,Bronx,M,Male,241772,192940,0.2892030665500357
THE BRONX,Bronx,F,Female,295711,240247,0.318682000069558
%all%,%all%,M,Male,1794624,1461572,0.3673729950340982
%all%,%all%,F,Female,2083947,1725089,0.3958100978091308
