Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,81470,55693,0.4565672030806178
STATEN ISLAND,Staten Island,F,Female,95561,67524,0.4907416032666446
QUEENS,Queens,M,Male,397974,256623,0.4553285986438028
QUEENS,Queens,F,Female,463063,307087,0.489950331950452
MANHATTAN,Manhattan,M,Male,358162,230743,0.552119614663252
MANHATTAN,Manhattan,F,Female,422702,285073,0.5750658995747684
BROOKLYN,Brooklyn,M,Male,365755,223387,0.3983922157170036
BROOKLYN,Brooklyn,F,Female,448141,287891,0.4200945995162041
THE BRONX,Bronx,M,Male,185357,128548,0.3789390995598197
THE BRONX,Bronx,F,Female,233920,165978,0.4014916986425614
%all%,%all%,M,Male,1388718,894994,0.4467621393935347
%all%,%all%,F,Female,1663387,1113553,0.4719780249822834
