Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,83226,58074,0.4664080280297962
STATEN ISLAND,Staten Island,F,Female,97361,70125,0.499985278886196
QUEENS,Queens,M,Male,420214,270192,0.480773748411974
QUEENS,Queens,F,Female,486817,322429,0.5150835863567662
MANHATTAN,Manhattan,M,Male,371259,241513,0.572309111575947
MANHATTAN,Manhattan,F,Female,436131,296895,0.593335413240163
BROOKLYN,Brooklyn,M,Male,384325,234207,0.4186192623626127
BROOKLYN,Brooklyn,F,Female,468436,300634,0.43911945976595
THE BRONX,Bronx,M,Male,191206,133828,0.3908966452329013
THE BRONX,Bronx,F,Female,240534,172565,0.4128437253817111
%all%,%all%,M,Male,1450230,937814,0.4665510617797752
%all%,%all%,F,Female,1729279,1162648,0.4906745616403988
