Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5473,4672,0.5526608098555994
STATEN ISLAND,Staten Island,75to84,75 to 84,16192,13928,0.7120805664277234
STATEN ISLAND,Staten Island,65to74,65 to 74,34640,29378,0.7424076812619216
STATEN ISLAND,Staten Island,55to64,55 to 64,40256,29486,0.6087403598971722
STATEN ISLAND,Staten Island,45to54,45 to 54,30616,19949,0.4770928130648882
STATEN ISLAND,Staten Island,35to44,35 to 44,23590,14749,0.3986548146145267
STATEN ISLAND,Staten Island,25to34,25 to 34,19996,11872,0.3089664549823082
STATEN ISLAND,Staten Island,18to24,18 to 24,10576,4764,0.2665856155333241
STATEN ISLAND,Staten Island,%all%,%all%,181339,128798,0.485944592831573
QUEENS,Queens,85andUp,85+,25458,21042,0.4931313018639112
QUEENS,Queens,75to84,75 to 84,67751,56126,0.6173444446508692
QUEENS,Queens,65to74,65 to 74,144654,117763,0.693034701265297
QUEENS,Queens,55to64,55 to 64,184780,126916,0.6122932240161646
QUEENS,Queens,45to54,45 to 54,159072,96497,0.5276969057526016
QUEENS,Queens,35to44,35 to 44,146223,84085,0.4738127916280618
QUEENS,Queens,25to34,25 to 34,140664,76977,0.3880406165679836
QUEENS,Queens,18to24,18 to 24,52593,23054,0.3010026228721619
QUEENS,Queens,%all%,%all%,921195,602460,0.5063850269885508
MANHATTAN,Manhattan,85andUp,85+,23611,20781,0.5928595216095592
MANHATTAN,Manhattan,75to84,75 to 84,62114,55693,0.7253082062961757
MANHATTAN,Manhattan,65to74,65 to 74,111552,98602,0.7547143415912184
MANHATTAN,Manhattan,55to64,55 to 64,123655,91667,0.6800061594126406
MANHATTAN,Manhattan,45to54,45 to 54,115252,73413,0.5966436634334767
MANHATTAN,Manhattan,35to44,35 to 44,127543,74900,0.5498805359572057
MANHATTAN,Manhattan,25to34,25 to 34,187887,100840,0.5225798198039898
MANHATTAN,Manhattan,18to24,18 to 24,63989,28660,0.4444070714196788
MANHATTAN,Manhattan,%all%,%all%,815603,544556,0.5894135882529856
BROOKLYN,Brooklyn,85andUp,85+,20569,16486,0.4034719497842291
BROOKLYN,Brooklyn,75to84,75 to 84,57958,46871,0.5433851173343583
BROOKLYN,Brooklyn,65to74,65 to 74,126393,101297,0.6011757823090425
BROOKLYN,Brooklyn,55to64,55 to 64,145339,98674,0.5086496229023396
BROOKLYN,Brooklyn,45to54,45 to 54,133373,80302,0.4515516342436164
BROOKLYN,Brooklyn,35to44,35 to 44,151809,84921,0.4240640695446191
BROOKLYN,Brooklyn,25to34,25 to 34,181505,94087,0.3861471658855291
BROOKLYN,Brooklyn,18to24,18 to 24,49029,21206,0.2359116720968877
BROOKLYN,Brooklyn,%all%,%all%,865975,543844,0.436294660677004
THE BRONX,Bronx,85andUp,85+,11877,10026,0.4464335906114793
THE BRONX,Bronx,75to84,75 to 84,34817,29261,0.6014270901827368
THE BRONX,Bronx,65to74,65 to 74,73126,60222,0.6940544871234586
THE BRONX,Bronx,55to64,55 to 64,98818,72041,0.604643046920737
THE BRONX,Bronx,45to54,45 to 54,79883,53846,0.459266609748055
THE BRONX,Bronx,35to44,35 to 44,61920,39638,0.345554944476224
THE BRONX,Bronx,25to34,25 to 34,49844,30820,0.2196705300870923
THE BRONX,Bronx,18to24,18 to 24,23292,11652,0.1682248182893297
THE BRONX,Bronx,%all%,%all%,433577,307506,0.4045412761968983
%all%,%all%,85andUp,85+,86988,73007,0.4861348623545586
%all%,%all%,75to84,75 to 84,238832,201879,0.6241125239703728
%all%,%all%,65to74,65 to 74,490365,407262,0.6822042446038162
%all%,%all%,55to64,55 to 64,592848,418784,0.5934863439597616
%all%,%all%,45to54,45 to 54,518196,324007,0.5040390550605154
%all%,%all%,35to44,35 to 44,511085,298293,0.4495402434326145
%all%,%all%,25to34,25 to 34,579896,314596,0.3908447737714995
%all%,%all%,18to24,18 to 24,199479,89336,0.2830811111494742
%all%,%all%,%all%,%all%,3217689,2127164,0.4851254407340248
