Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3254280185131006
Latino,Latino,STATEN ISLAND,Staten Island,0.2186421173762946
Black,Black,STATEN ISLAND,Staten Island,0.2005998075244511
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5052660374777732
White,White,QUEENS,Queens,0.3350397366372441
Latino,Latino,QUEENS,Queens,0.2597490918007531
Black,Black,QUEENS,Queens,0.2003228808878744
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4856553133789324
White,White,MANHATTAN,Manhattan,0.492441539204822
Latino,Latino,MANHATTAN,Manhattan,0.2992829691694642
Black,Black,MANHATTAN,Manhattan,0.2762430306554508
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5466602649488916
White,White,BROOKLYN,Brooklyn,0.3111844873086093
Latino,Latino,BROOKLYN,Brooklyn,0.2266709946059267
Black,Black,BROOKLYN,Brooklyn,0.2002482166005369
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4757388681368488
White,White,THE BRONX,Bronx,0.3360124369728373
Latino,Latino,THE BRONX,Bronx,0.1989314732550742
Black,Black,THE BRONX,Bronx,0.1982075305423016
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3763914083459922
White,White,%all%,%all%,0.3705726673169335
Latino,Latino,%all%,%all%,0.2380939020213815
Black,Black,%all%,%all%,0.2081334262216789
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4887982088806962
