Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-04-26,4/26,30304,30304
2021-04-25,4/25,32477,32477
2021-04-24,4/24,53536,53536
2021-04-23,4/23,62795,62795
2021-04-22,4/22,62485,62485
2021-04-21,4/21,63452,63452
2021-04-20,4/20,54830,54830
2021-04-19,4/19,48223,48223
2021-04-18,4/18,38810,38810
2021-04-17,4/17,68358,68358
2021-04-16,4/16,84083,84083
2021-04-15,4/15,86322,86322
2021-04-14,4/14,80378,80378
2021-04-13,4/13,75244,75244
2021-04-12,4/12,78413,78413
2021-04-11,4/11,62650,62650
2021-04-10,4/10,93099,93099
2021-04-09,4/9,112751,112751
2021-04-08,4/8,115199,115199
2021-04-07,4/7,103369,103369
2021-04-06,4/6,96728,96728
2021-04-05,4/5,83615,83615
2021-04-04,4/4,51801,51801
2021-04-03,4/3,85039,85039
2021-04-02,4/2,106550,106550
2021-04-01,4/1,113051,113051
2021-03-31,3/31,99358,99358
2021-03-30,3/30,83980,83980
2021-03-29,3/29,74391,74391
2021-03-28,3/28,60303,60303
2021-03-27,3/27,81617,81617
2021-03-26,3/26,95106,95106
2021-03-25,3/25,96034,96034
2021-03-24,3/24,81642,81642
2021-03-23,3/23,73337,73337
2021-03-22,3/22,62794,62794
2021-03-21,3/21,48108,48108
2021-03-20,3/20,66979,66979
2021-03-19,3/19,80918,80918
2021-03-18,3/18,80591,80591
2021-03-17,3/17,69786,69786
2021-03-16,3/16,61961,61961
2021-03-15,3/15,53847,53847
2021-03-14,3/14,49804,49804
2021-03-13,3/13,71026,71026
2021-03-12,3/12,84097,84097
2021-03-11,3/11,83831,83831
2021-03-10,3/10,70159,70159
2021-03-09,3/9,58072,58072
2021-03-08,3/8,61682,61682
2021-03-07,3/7,56321,56321
2021-03-06,3/6,70185,70185
2021-03-05,3/5,86191,86191
2021-03-04,3/4,81917,81917
2021-03-03,3/3,63266,63266
2021-03-02,3/2,58193,58193
2021-03-01,3/1,50636,50636
2021-02-28,2/28,57854,57854
2021-02-27,2/27,73154,73154
2021-02-26,2/26,93082,93082
2021-02-25,2/25,83526,83526
2021-02-24,2/24,55585,55585
2021-02-23,2/23,38575,38575
2021-02-22,2/22,24168,24168
2021-02-21,2/21,23592,23592
2021-02-20,2/20,36938,36938
2021-02-19,2/19,36347,36347
2021-02-18,2/18,35983,35983
2021-02-17,2/17,37404,37404
2021-02-16,2/16,39965,39965
2021-02-15,2/15,22534,22534
2021-02-14,2/14,39440,39440
2021-02-13,2/13,52205,52205
2021-02-12,2/12,67805,67805
2021-02-11,2/11,60362,60362
2021-02-10,2/10,47839,47839
2021-02-09,2/9,44599,44599
2021-02-08,2/8,39618,39618
2021-02-07,2/7,20008,20008
2021-02-06,2/6,33661,33661
2021-02-05,2/5,46572,46572
2021-02-04,2/4,45813,45813
2021-02-03,2/3,36580,36580
2021-02-02,2/2,11950,11950
2021-02-01,2/1,6325,6325
2021-01-31,1/31,15611,15611
2021-01-30,1/30,21934,21934
2021-01-29,1/29,42583,42583
2021-01-28,1/28,41821,41821
2021-01-27,1/27,32465,32465
2021-01-26,1/26,26877,26877
2021-01-25,1/25,24014,24014
2021-01-24,1/24,10340,10340
2021-01-23,1/23,18491,18491
2021-01-22,1/22,28496,28496
2021-01-21,1/21,33060,33060
2021-01-20,1/20,43842,43842
2021-01-19,1/19,43212,43212
2021-01-18,1/18,29077,29077
2021-01-17,1/17,25286,25286
2021-01-16,1/16,32288,32288
2021-01-15,1/15,32357,32357
2021-01-14,1/14,40713,40713
2021-01-13,1/13,40796,40796
2021-01-12,1/12,35621,35621
2021-01-11,1/11,32904,32904
2021-01-10,1/10,8777,8777
2021-01-09,1/9,9087,9087
2021-01-08,1/8,21800,21800
2021-01-07,1/7,21435,21435
2021-01-06,1/6,21500,21500
2021-01-05,1/5,16020,16020
2021-01-04,1/4,12963,12963
2021-01-03,1/3,3541,3541
2021-01-02,1/2,3805,3805
2021-01-01,1/1,164,164
2020-12-31,12/31,7233,7233
2020-12-30,12/30,12795,12795
2020-12-29,12/29,10673,10673
2020-12-28,12/28,10945,10945
2020-12-27,12/27,3837,3837
2020-12-26,12/26,4348,4348
2020-12-25,12/25,179,179
2020-12-24,12/24,7236,7236
2020-12-23,12/23,14244,14244
2020-12-22,12/22,9749,9749
2020-12-21,12/21,6272,6272
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5786,5786
2020-12-17,12/17,4493,4493
2020-12-16,12/16,4509,4509
2020-12-15,12/15,2039,2039
2020-12-14,12/14,77,77
