Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5399,4541,0.458547914773301
STATEN ISLAND,Staten Island,75to84,75 to 84,16033,13500,0.5936936540744976
STATEN ISLAND,Staten Island,65to74,65 to 74,34203,28422,0.609142930624317
STATEN ISLAND,Staten Island,55to64,55 to 64,39234,27096,0.4097383940722819
STATEN ISLAND,Staten Island,45to54,45 to 54,29529,18388,0.2865424172536309
STATEN ISLAND,Staten Island,35to44,35 to 44,22539,13689,0.2313347078108629
STATEN ISLAND,Staten Island,25to34,25 to 34,18944,10969,0.1694865495449559
STATEN ISLAND,Staten Island,18to24,18 to 24,9590,4255,0.1072543300013515
STATEN ISLAND,Staten Island,<18,<18,1418,120,0.0011653320474205
STATEN ISLAND,Staten Island,%all%,%all%,176889,120980,0.254083332108211
QUEENS,Queens,85andUp,85+,24739,20235,0.3919597726929155
QUEENS,Queens,75to84,75 to 84,65943,53892,0.491061782278116
QUEENS,Queens,65to74,65 to 74,140445,112525,0.5391052425779967
QUEENS,Queens,55to64,55 to 64,174895,115415,0.3824430265711962
QUEENS,Queens,45to54,45 to 54,147224,88014,0.2919729145475601
QUEENS,Queens,35to44,35 to 44,134229,77252,0.2503230393224802
QUEENS,Queens,25to34,25 to 34,126741,70589,0.1947292774478004
QUEENS,Queens,18to24,18 to 24,43956,21014,0.120268269865488
QUEENS,Queens,<18,<18,5075,669,0.001489410503161
QUEENS,Queens,%all%,%all%,863247,559605,0.2467034964267021
MANHATTAN,Manhattan,85andUp,85+,23407,20472,0.5140409184867601
MANHATTAN,Manhattan,75to84,75 to 84,61562,54841,0.6403810307094788
MANHATTAN,Manhattan,65to74,65 to 74,110240,96592,0.653501216320451
MANHATTAN,Manhattan,55to64,55 to 64,120265,85172,0.4683796418219516
MANHATTAN,Manhattan,45to54,45 to 54,110223,67546,0.3496762996761672
MANHATTAN,Manhattan,35to44,35 to 44,120615,69184,0.2982753659523714
MANHATTAN,Manhattan,25to34,25 to 34,174875,92790,0.2580816207593512
MANHATTAN,Manhattan,18to24,18 to 24,57696,25841,0.1794671448617094
MANHATTAN,Manhattan,<18,<18,5341,1017,0.0044670531226942
MANHATTAN,Manhattan,%all%,%all%,784224,513455,0.3186350826173323
BROOKLYN,Brooklyn,85andUp,85+,20102,16036,0.3145547273440565
BROOKLYN,Brooklyn,75to84,75 to 84,56797,45389,0.425544482050609
BROOKLYN,Brooklyn,65to74,65 to 74,123408,97764,0.4650047801829312
BROOKLYN,Brooklyn,55to64,55 to 64,138872,90983,0.3184174147374315
BROOKLYN,Brooklyn,45to54,45 to 54,125257,74114,0.2509225841836908
BROOKLYN,Brooklyn,35to44,35 to 44,141310,78761,0.2200113970937411
BROOKLYN,Brooklyn,25to34,25 to 34,164595,86685,0.1844200825034412
BROOKLYN,Brooklyn,18to24,18 to 24,41785,19368,0.0931925445179898
BROOKLYN,Brooklyn,<18,<18,3862,643,0.001118137940247
BROOKLYN,Brooklyn,%all%,%all%,815988,509743,0.1991259043799707
THE BRONX,Bronx,85andUp,85+,11583,9642,0.3624242385009584
THE BRONX,Bronx,75to84,75 to 84,34211,28298,0.4888182151819826
THE BRONX,Bronx,65to74,65 to 74,71786,58127,0.5516957740478802
THE BRONX,Bronx,55to64,55 to 64,95766,66992,0.4099075775598982
THE BRONX,Bronx,45to54,45 to 54,76310,50136,0.2882439410929546
THE BRONX,Bronx,35to44,35 to 44,58587,37191,0.2075506127263444
THE BRONX,Bronx,25to34,25 to 34,46655,28936,0.1275256090723077
THE BRONX,Bronx,18to24,18 to 24,20874,10833,0.0782405742971109
THE BRONX,Bronx,<18,<18,1998,313,0.0008962160321339
THE BRONX,Bronx,%all%,%all%,417770,290468,0.2044080160719982
%all%,%all%,85andUp,85+,85230,70926,0.3963719277068035
%all%,%all%,75to84,75 to 84,234546,195920,0.5119754710268114
%all%,%all%,65to74,65 to 74,480082,393430,0.547346600908465
%all%,%all%,55to64,55 to 64,569032,385658,0.3860732539180932
%all%,%all%,45to54,45 to 54,488543,298198,0.2900513283408894
%all%,%all%,35to44,35 to 44,477280,276077,0.2428318612092821
%all%,%all%,25to34,25 to 34,531810,289969,0.1954365406999668
%all%,%all%,18to24,18 to 24,173901,81311,0.1153886285206708
%all%,%all%,<18,<18,17694,2762,0.0016207758104101
%all%,%all%,%all%,%all%,3058118,1994251,0.2392101206011839
