Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,346166,0.1041987616527751,0.1041987616527751
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5159,0.0015529006643248,0.0015529006643248
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9741,0.0029321196687707,0.0029321196687707
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,448268,0.1349322882332933,0.1349322882332933
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,704800,0.2121504919977003,0.2121504919977003
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,706131,0.2125511337469184,0.2125511337469184
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1101905,0.3316823040362173,0.3316823040362173
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,63217,0.1066204993624729,0.1066204993624729
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,829,0.0013981744462959,0.0013981744462959
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1459,0.0024607195622989,0.0024607195622989
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,47169,0.0795542707567345,0.0795542707567345
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,70991,0.1197319687780394,0.1197319687780394
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,78210,0.1319073865437937,0.1319073865437937
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,331041,0.5583269805503648,0.5583269805503648
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,256716,0.1022109555193064,0.1022109555193064
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4114,0.0016379807686565,0.0016379807686565
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7260,0.0028905542976291,0.0028905542976291
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,313698,0.1248982234239213,0.1248982234239213
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,554505,0.220775042810861,0.220775042810861
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,568705,0.2264287440541577,0.2264287440541577
18 to 64 years,18 to 64 years,White,White,NYC,NYC,806631,0.321158499125468,0.321158499125468
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,45632,0.103368210741396,0.103368210741396
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,688,0.0015584968660168,0.0015584968660168
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1091,0.0024713954663145,0.0024713954663145
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,37760,0.0855361070651103,0.0855361070651103
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,60241,0.1364613513164542,0.1364613513164542
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,64449,0.1459935530783711,0.1459935530783711
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,231590,0.5246108854663372,0.5246108854663372
65+ years,65+ years,Other,Other,NYC,NYC,85969,0.1094417349969384,0.1094417349969384
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,991,0.0012615798646252,0.0012615798646252
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2250,0.002864333698695,0.002864333698695
65+ years,65+ years,Black,Black,NYC,NYC,131733,0.1677010093911954,0.1677010093911954
65+ years,65+ years,Latino,Latino,NYC,NYC,144878,0.1844350833775714,0.1844350833775714
65+ years,65+ years,Asian,Asian,NYC,NYC,130426,0.1660371497715535,0.1660371497715535
65+ years,65+ years,White,White,NYC,NYC,289276,0.3682591088994212,0.3682591088994212
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17244,0.116971916971917,0.116971916971917
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,134,0.0009089675756342,0.0009089675756342
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,357,0.0024216524216524,0.0024216524216524
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9179,0.0622642789309456,0.0622642789309456
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10132,0.0687288020621354,0.0687288020621354
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13096,0.0888346221679555,0.0888346221679555
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97278,0.6598697598697598,0.6598697598697598
