Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3148759498661866
Latino,Latino,STATEN ISLAND,Staten Island,0.2086721739997873
Black,Black,STATEN ISLAND,Staten Island,0.1870591507322181
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.4174250748368754
White,White,QUEENS,Queens,0.3029483880385177
Latino,Latino,QUEENS,Queens,0.2260135463403275
Black,Black,QUEENS,Queens,0.1806557802176407
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3946213512587871
White,White,MANHATTAN,Manhattan,0.4080133872366472
Latino,Latino,MANHATTAN,Manhattan,0.26234362786996
Black,Black,MANHATTAN,Manhattan,0.2341489974056335
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.3708122008187271
White,White,BROOKLYN,Brooklyn,0.2841202385313689
Latino,Latino,BROOKLYN,Brooklyn,0.1985250058240614
Black,Black,BROOKLYN,Brooklyn,0.1759856912348754
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.3685516390693507
White,White,THE BRONX,Bronx,0.3232970368934713
Latino,Latino,THE BRONX,Bronx,0.1949112543526649
Black,Black,THE BRONX,Bronx,0.1935171945784201
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3434345632260587
White,White,%all%,%all%,0.3311574553760869
Latino,Latino,%all%,%all%,0.2164978525605898
Black,Black,%all%,%all%,0.1878176673927446
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3824488303364744
