COLLECT(Geometry)-alias,NEIGHBORHOOD_NAME-alias,Zcta Num-alias,SUM(Indicator)-alias,SUM(Perc at least 1 dose mod)-alias,SUM(At least 1 dose)-alias,SUM(N_FULLY_VACCINATED_CUMULATIVE)-alias,SUM(PERC_FULLY)-alias,SUM(POPULATION_ESTIMATE)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias
15762847265830703697,Woodside,11377,60.52010024414455,60.52010024414455,50866,40500,48.1866877656559,"84,048",40.748095865715825,40.7481,-73.90488148995414,-73.9049
5491391460327512426,Woodhaven,11421,48.10047649188009,48.10047649188009,19264,15305,38.2152093390898,"40,049",40.6949328592646,40.6949,-73.85742352310456,-73.8574
606877357397903347,Williamsburg (South),11206,37.12262297992663,37.12262297992663,32189,26204,30.2202992502407,"86,710",40.701708728968114,40.7017,-73.94260909800067,-73.9426
14845648054386008612,Whitestone,11357,57.51035543246553,57.51035543246553,22265,18964,48.9838931246924,"38,715",40.79555736767808,40.7956,-73.81266253171098,-73.8127
7420745213283380475,Washington Heights (South),10032,47.878612956596626,47.878612956596626,30188,25625,40.6416277001719,"63,051",40.841967848266336,40.8420,-73.94449732823475,-73.9445
17247437443817389083,Washington Heights (North)/Washington Heights (South),10033,45.76555334088101,45.76555334088101,26781,22676,38.7505951068974,"58,518",40.85195450171841,40.8520,-73.93181845342768,-73.9318
17687815689908805664,Washington Heights (North),10040,46.68118457974946,46.68118457974946,20524,17401,39.5780205063448,"43,966",40.85993401153404,40.8599,-73.93066113529713,-73.9307
11478921791500012445,Wakefield/Woodlawn,10470,43.78398462742996,43.78398462742996,6564,5495,36.6534118719878,"14,992",40.89977591328477,40.8998,-73.8624646955597,-73.8625
6845210453292960452,Upper West Side,10024,68.06471880778486,68.06471880778486,39758,34809,59.5921524468078,"58,412",40.80030305465449,40.8003,-73.97207950814655,-73.9721
1764209357050534738,Upper East Side/Yorkville,10128,66.75853958833521,66.75853958833521,39093,34348,58.6555730637234,"58,559",40.78023625048825,40.7802,-73.94761260337108,-73.9476
10527034932136864564,Upper East Side/Yorkville,10028,64.1266907415851,64.1266907415851,30377,26628,56.2124476105912,"47,370",40.77543040588621,40.7754,-73.95233275230645,-73.9523
9083514175754710929,TriBeCa,10007,77.28010715297847,77.28010715297847,5403,4534,64.8506396134748,"6,991",40.713194568962514,40.7132,-74.00729622101159,-74.0073
3798730894905548862,Tottenville,10307,36.976539836991904,36.976539836991904,5514,4767,31.9672044619044,"14,912",40.5061206239466,40.5061,-74.23525083514616,-74.2353
5065444492860111041,Sunset Park,11232,48.401878915036825,48.401878915036825,13110,10302,38.0347945524569,"27,086",40.65731922766068,40.6573,-74.00812221507654,-74.0081
4694937959181206742,Sunset Park,11220,58.77001101741711,58.77001101741711,55591,40088,42.3804608959403,"94,591",40.6408717549274,40.6409,-74.02102099739437,-74.0210
3040728038815490374,Sunnyside,11104,63.733738663367056,63.733738663367056,16212,13485,53.0131671524491,"25,437",40.745033312307186,40.7450,-73.91815956396815,-73.9182
14030579851748726628,St. Albans,11412,34.36176040145172,34.36176040145172,13091,10699,28.0831467829143,"38,098",40.69856602634196,40.6986,-73.7599503112927,-73.7600
10738340961163910044,South Ozone Park,11420,48.627516910260404,48.627516910260404,23261,18715,39.1240264380518,"47,835",40.674037074484374,40.6740,-73.81729863063045,-73.8173
4916153295976294626,South Jamaica/South Ozone Park,11436,39.39121445059938,39.39121445059938,7895,6317,31.517960947997,"20,043",40.674592633509185,40.6746,-73.79777598784943,-73.7978
11217976855247526323,Soundview,10472,35.62858375091338,35.62858375091338,24220,19009,27.9629953972383,"67,979",40.829926449247125,40.8299,-73.86566773866045,-73.8657
9931294169958654363,Silver Lake/St. George,10301,46.56475403619038,46.56475403619038,18116,15524,39.9023648519442,"38,905",40.62567576803685,40.6257,-74.09347442720504,-74.0935
6188377445896060266,Rosedale,11422,33.783014001183595,33.783014001183595,10942,8942,27.608089124345,"32,389",40.645544301933455,40.6455,-73.7445626367344,-73.7446
