Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,165614,0.108268079436949,0.108268079436949
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,2595,0.0016964487672472,0.0016964487672472
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,4395,0.002873176235858,0.002873176235858
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,192331,0.125733983758546,0.125733983758546
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,303306,0.1982825008858143,0.1982825008858143
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,319096,0.2086050157354612,0.2086050157354612
18 to 64 years,18 to 64 years,White,White,NYC,NYC,542329,0.3545407951801243,0.3545407951801243
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,37555,0.1080747415040965,0.1080747415040965
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,579,0.0016662302045233,0.0016662302045233
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,846,0.0024345954283708,0.0024345954283708
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,28074,0.0807905816265745,0.0807905816265745
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,41109,0.1183023445211531,0.1183023445211531
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,47810,0.1375862971990642,0.1375862971990642
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,191518,0.5511452095162178,0.5511452095162178
65+ years,65+ years,Other,Other,NYC,NYC,71495,0.1086974699844772,0.1086974699844772
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,842,0.0012801352503942,0.0012801352503942
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,1890,0.0028734627354453,0.0028734627354453
65+ years,65+ years,Black,Black,NYC,NYC,104385,0.1587018029838402,0.1587018029838402
65+ years,65+ years,Latino,Latino,NYC,NYC,114733,0.1744343915480667,0.1744343915480667
65+ years,65+ years,Asian,Asian,NYC,NYC,108631,0.1651572118593432,0.1651572118593432
65+ years,65+ years,White,White,NYC,NYC,255767,0.3888555256384333,0.3888555256384333
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,16321,0.1186162287873833,0.1186162287873833
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,134,0.0009738725971147,0.0009738725971147
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,334,0.0024274137868382,0.0024274137868382
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,7933,0.0576547112903812,0.0576547112903812
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,8866,0.0644354809404412,0.0644354809404412
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12090,0.0878665649187834,0.0878665649187834
65+ years,65+ years,White,White,Non- NYC,Non- NYC,91917,0.6680257276790582,0.6680257276790582
%all%,All,Other,Other,NYC,NYC,237109,0.1083971950375993,0.1083971950375993
%all%,All,NH/PI,NH/PI,NYC,NYC,3437,0.0015712653646392,0.0015712653646392
%all%,All,AI/AN,AI/AN,NYC,NYC,6285,0.0028732623848581,0.0028732623848581
%all%,All,Black,Black,NYC,NYC,296716,0.1356472429253057,0.1356472429253057
%all%,All,Latino,Latino,NYC,NYC,418039,0.1911114930952556,0.1911114930952556
%all%,All,Asian,Asian,NYC,NYC,427727,0.1955404773410003,0.1955404773410003
%all%,All,White,White,NYC,NYC,798096,0.3648590638513419,0.3648590638513419
%all%,All,Other,Other,Non- NYC,Non- NYC,53876,0.1110648421104711,0.1110648421104711
%all%,All,NH/PI,NH/PI,Non- NYC,Non- NYC,713,0.0014698424609245,0.0014698424609245
%all%,All,AI/AN,AI/AN,Non- NYC,Non- NYC,1180,0.0024325583504781,0.0024325583504781
%all%,All,Black,Black,Non- NYC,Non- NYC,36007,0.0742280750217487,0.0742280750217487
%all%,All,Latino,Latino,Non- NYC,Non- NYC,49975,0.1030229691230009,0.1030229691230009
%all%,All,Asian,Asian,Non- NYC,Non- NYC,59900,0.1234832586386744,0.1234832586386744
%all%,All,White,White,Non- NYC,Non- NYC,283435,0.5842984542947024,0.5842984542947024
