Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3510385608411782
Latino,Latino,STATEN ISLAND,Staten Island,0.2524824220927623
Black,Black,STATEN ISLAND,Staten Island,0.2193025154056213
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5006075194571424
White,White,QUEENS,Queens,0.3525072604676244
Latino,Latino,QUEENS,Queens,0.2804816212775898
Black,Black,QUEENS,Queens,0.2132574581524646
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4792627184479332
White,White,MANHATTAN,Manhattan,0.4822395315693084
Latino,Latino,MANHATTAN,Manhattan,0.3131725541050091
Black,Black,MANHATTAN,Manhattan,0.2786595771691558
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.4781389240421842
White,White,BROOKLYN,Brooklyn,0.3432380416445863
Latino,Latino,BROOKLYN,Brooklyn,0.2434095700033053
Black,Black,BROOKLYN,Brooklyn,0.2098964564246609
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4552236162215672
White,White,THE BRONX,Bronx,0.3639366965925932
Latino,Latino,THE BRONX,Bronx,0.2268286025021292
Black,Black,THE BRONX,Bronx,0.2236277182378093
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3978285983462908
White,White,%all%,%all%,0.3895720674160531
Latino,Latino,%all%,%all%,0.2607628886918908
Black,Black,%all%,%all%,0.2217813679821373
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4702174152632538
