Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,90732,69708,0.3906516090873168
STATEN ISLAND,Staten Island,F,Female,104649,82617,0.4242693048113809
QUEENS,Queens,M,Male,491160,344159,0.3937579720802176
QUEENS,Queens,F,Female,558926,403693,0.4271330668960245
MANHATTAN,Manhattan,M,Male,409188,308265,0.4752015931733892
MANHATTAN,Manhattan,F,Female,474025,366803,0.4990179775863938
BROOKLYN,Brooklyn,M,Male,438115,306162,0.3334815861665575
BROOKLYN,Brooklyn,F,Female,524981,379982,0.3562012538762717
THE BRONX,Bronx,M,Male,218403,160961,0.329064542500408
THE BRONX,Bronx,F,Female,270593,205679,0.3530198832297511
%all%,%all%,M,Male,1647598,1189255,0.3825932320920865
%all%,%all%,F,Female,1933174,1438774,0.4082451713977925
