Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,93342,73583,0.3180867159469157
STATEN ISLAND,Staten Island,F,Female,107474,86961,0.3552139796497736
QUEENS,Queens,M,Male,509219,368289,0.333545516017835
QUEENS,Queens,F,Female,577493,429387,0.3688365468336281
MANHATTAN,Manhattan,M,Male,420462,329194,0.4311024052998543
MANHATTAN,Manhattan,F,Female,486049,389403,0.459304332006389
BROOKLYN,Brooklyn,M,Male,453006,328190,0.2707404920334534
BROOKLYN,Brooklyn,F,Female,540497,404421,0.3000803585937321
THE BRONX,Bronx,M,Male,226471,169313,0.2537879071565574
THE BRONX,Bronx,F,Female,279856,215232,0.2855001903831103
%all%,%all%,M,Male,1702500,1268569,0.318860783414988
%all%,%all%,F,Female,1991369,1525404,0.3499937142016669
