Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5544,4730,0.5598303544380492
STATEN ISLAND,Staten Island,75to84,75 to 84,16346,14088,0.7188530718149436
STATEN ISLAND,Staten Island,65to74,65 to 74,34995,29749,0.7500160740693114
STATEN ISLAND,Staten Island,55to64,55 to 64,41050,30770,0.6207470134583396
STATEN ISLAND,Staten Island,45to54,45 to 54,31416,21121,0.4895593093561056
STATEN ISLAND,Staten Island,35to44,35 to 44,24355,15510,0.4115827897387367
STATEN ISLAND,Staten Island,25to34,25 to 34,20729,12468,0.3202923407345602
STATEN ISLAND,Staten Island,18to24,18 to 24,11206,5065,0.282465810104617
STATEN ISLAND,Staten Island,<18,<18,1870,164,0.0181597577389689
STATEN ISLAND,Staten Island,%all%,%all%,187511,133665,0.3938123630926001
QUEENS,Queens,85andUp,85+,25948,21558,0.502622791294083
QUEENS,Queens,75to84,75 to 84,68941,57528,0.6281876778007052
QUEENS,Queens,65to74,65 to 74,147117,120818,0.7048348897786906
QUEENS,Queens,55to64,55 to 64,190198,133558,0.630246491078182
QUEENS,Queens,45to54,45 to 54,165229,102525,0.548121806732779
QUEENS,Queens,35to44,35 to 44,152591,89232,0.4944473009534586
QUEENS,Queens,25to34,25 to 34,147164,81452,0.4059717432790958
QUEENS,Queens,18to24,18 to 24,57003,24319,0.3262421332036934
QUEENS,Queens,<18,<18,8584,873,0.0191107619718003
QUEENS,Queens,%all%,%all%,962775,631863,0.4244421668359255
MANHATTAN,Manhattan,85andUp,85+,23874,20990,0.599463310275152
MANHATTAN,Manhattan,75to84,75 to 84,62633,56233,0.7313685945994198
MANHATTAN,Manhattan,65to74,65 to 74,112662,99882,0.7622241389876456
MANHATTAN,Manhattan,55to64,55 to 64,126050,96365,0.6931767934492206
MANHATTAN,Manhattan,45to54,45 to 54,118152,78690,0.6116565623329066
MANHATTAN,Manhattan,35to44,35 to 44,131060,79709,0.5650434993888442
MANHATTAN,Manhattan,25to34,25 to 34,193250,106666,0.5374962087697448
MANHATTAN,Manhattan,18to24,18 to 24,67052,30160,0.4656797723488772
MANHATTAN,Manhattan,<18,<18,7254,1297,0.0318623435123145
MANHATTAN,Manhattan,%all%,%all%,841987,569992,0.5225123863001038
BROOKLYN,Brooklyn,85andUp,85+,21084,16861,0.4135739505688506
BROOKLYN,Brooklyn,75to84,75 to 84,59017,47922,0.5533137697940204
BROOKLYN,Brooklyn,65to74,65 to 74,128706,103843,0.6121773376521454
BROOKLYN,Brooklyn,55to64,55 to 64,150050,104463,0.525136927572751
BROOKLYN,Brooklyn,45to54,45 to 54,138414,86177,0.4686185952343872
BROOKLYN,Brooklyn,35to44,35 to 44,157700,91173,0.4405200203359908
BROOKLYN,Brooklyn,25to34,25 to 34,189129,100654,0.4023670275571705
BROOKLYN,Brooklyn,18to24,18 to 24,53162,22403,0.2557983298051101
BROOKLYN,Brooklyn,<18,<18,6634,805,0.0115361230102627
BROOKLYN,Brooklyn,%all%,%all%,903896,574301,0.3530977540945888
THE BRONX,Bronx,85andUp,85+,12128,10226,0.4558681979402224
THE BRONX,Bronx,75to84,75 to 84,35380,29964,0.611152323596669
THE BRONX,Bronx,65to74,65 to 74,74325,61825,0.7054344522529752
THE BRONX,Bronx,55to64,55 to 64,101613,75945,0.6217449647509244
THE BRONX,Bronx,45to54,45 to 54,82875,56877,0.4764683384809042
THE BRONX,Bronx,35to44,35 to 44,64562,41634,0.3602990685606262
THE BRONX,Bronx,25to34,25 to 34,52162,32282,0.2298863291550219
THE BRONX,Bronx,18to24,18 to 24,25113,12224,0.18137686165636
THE BRONX,Bronx,<18,<18,3281,397,0.009394520132368
THE BRONX,Bronx,%all%,%all%,451439,321374,0.3176864589818045
%all%,%all%,85andUp,85+,88578,74365,0.4950206216678404
%all%,%all%,75to84,75 to 84,242317,205735,0.6332194784238662
%all%,%all%,65to74,65 to 74,497805,416117,0.6925549009105518
%all%,%all%,55to64,55 to 64,608961,441101,0.60961669349324
%all%,%all%,45to54,45 to 54,536086,345390,0.5214403061219528
%all%,%all%,35to44,35 to 44,530268,317258,0.4664132302934456
%all%,%all%,25to34,25 to 34,602434,333522,0.4060351863821436
%all%,%all%,18to24,18 to 24,213536,94171,0.3030294324235339
%all%,%all%,<18,<18,27623,3536,0.0162095185412598
%all%,%all%,%all%,%all%,3347608,2231195,0.4015450980871957
