Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3314275038686459
Latino,Latino,STATEN ISLAND,Staten Island,0.2268665809246599
Black,Black,STATEN ISLAND,Staten Island,0.2100892997023343
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5212693202024348
White,White,QUEENS,Queens,0.3447067125122953
Latino,Latino,QUEENS,Queens,0.2733007823866896
Black,Black,QUEENS,Queens,0.2080916759266422
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5037707531181358
White,White,MANHATTAN,Manhattan,0.5016877817677986
Latino,Latino,MANHATTAN,Manhattan,0.3108456231431278
Black,Black,MANHATTAN,Manhattan,0.2851774949489376
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5617884478281614
White,White,BROOKLYN,Brooklyn,0.3204262760446547
Latino,Latino,BROOKLYN,Brooklyn,0.2377237796141656
Black,Black,BROOKLYN,Brooklyn,0.2083678443808127
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4992826219464546
White,White,THE BRONX,Bronx,0.3446149179194038
Latino,Latino,THE BRONX,Bronx,0.2077749697746988
Black,Black,THE BRONX,Bronx,0.205460595015207
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3891132825927703
White,White,%all%,%all%,0.3795317333190155
Latino,Latino,%all%,%all%,0.2490532639596632
Black,Black,%all%,%all%,0.2161017784612958
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5074892067552822
