Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5262,4369,0.5313541351105726
STATEN ISLAND,Staten Island,75to84,75 to 84,15687,12990,0.6898720260345662
STATEN ISLAND,Staten Island,65to74,65 to 74,33302,27137,0.7137315416104074
STATEN ISLAND,Staten Island,55to64,55 to 64,37184,24083,0.5622864055647966
STATEN ISLAND,Staten Island,45to54,45 to 54,27290,16565,0.425263354734152
STATEN ISLAND,Staten Island,35to44,35 to 44,20547,12422,0.3472302024537804
STATEN ISLAND,Staten Island,25to34,25 to 34,16857,9861,0.2604644694757336
STATEN ISLAND,Staten Island,18to24,18 to 24,7600,3669,0.1915706011775022
STATEN ISLAND,Staten Island,<18,<18,774,103,0.007516391705862
STATEN ISLAND,Staten Island,%all%,%all%,164503,111199,0.3454907454273189
QUEENS,Queens,85andUp,85+,23793,18835,0.460879608187919
QUEENS,Queens,75to84,75 to 84,63503,50328,0.5786368358941438
QUEENS,Queens,65to74,65 to 74,134667,104115,0.6451871646500876
QUEENS,Queens,55to64,55 to 64,160876,97806,0.53308412548341
QUEENS,Queens,45to54,45 to 54,130467,75825,0.4328042157188234
QUEENS,Queens,35to44,35 to 44,116492,66762,0.377474130077595
QUEENS,Queens,25to34,25 to 34,106566,60831,0.2939766844763674
QUEENS,Queens,18to24,18 to 24,33008,17544,0.1889128700732858
QUEENS,Queens,<18,<18,2371,514,0.0052786133079146
QUEENS,Queens,%all%,%all%,771743,492560,0.3402251524608113
MANHATTAN,Manhattan,85andUp,85+,22830,19750,0.573249031313635
MANHATTAN,Manhattan,75to84,75 to 84,60303,53099,0.7041610710029668
MANHATTAN,Manhattan,65to74,65 to 74,107539,92784,0.7275640560489998
MANHATTAN,Manhattan,55to64,55 to 64,113431,73477,0.6237821250118092
MANHATTAN,Manhattan,45to54,45 to 54,100386,57935,0.519684437557986
MANHATTAN,Manhattan,35to44,35 to 44,106904,59699,0.4608989032402336
MANHATTAN,Manhattan,25to34,25 to 34,148027,79263,0.4117151425384684
MANHATTAN,Manhattan,18to24,18 to 24,44599,21080,0.3097424710223047
MANHATTAN,Manhattan,<18,<18,3058,762,0.01343190604641
MANHATTAN,Manhattan,%all%,%all%,707077,457849,0.438791205289296
BROOKLYN,Brooklyn,85andUp,85+,19371,14998,0.3799725382502943
BROOKLYN,Brooklyn,75to84,75 to 84,54712,42323,0.5129522505883126
BROOKLYN,Brooklyn,65to74,65 to 74,118731,90693,0.56473223840984
BROOKLYN,Brooklyn,55to64,55 to 64,128489,76805,0.4496788982798748
BROOKLYN,Brooklyn,45to54,45 to 54,112175,63136,0.3797830488275563
BROOKLYN,Brooklyn,35to44,35 to 44,123819,67705,0.345876654394306
BROOKLYN,Brooklyn,25to34,25 to 34,139063,73813,0.2958529149584824
BROOKLYN,Brooklyn,18to24,18 to 24,31748,16059,0.1527610957949783
BROOKLYN,Brooklyn,<18,<18,2004,492,0.0034848342647824
BROOKLYN,Brooklyn,%all%,%all%,730112,446024,0.285210806815727
THE BRONX,Bronx,85andUp,85+,11178,8955,0.4201595247836251
THE BRONX,Bronx,75to84,75 to 84,33145,26111,0.5725450470777728
THE BRONX,Bronx,65to74,65 to 74,69189,53073,0.6566875791043538
THE BRONX,Bronx,55to64,55 to 64,89383,56801,0.546912601579836
THE BRONX,Bronx,45to54,45 to 54,69184,42550,0.3977554815018144
THE BRONX,Bronx,35to44,35 to 44,51934,31729,0.2898263967446417
THE BRONX,Bronx,25to34,25 to 34,40271,24634,0.1774807783712643
THE BRONX,Bronx,18to24,18 to 24,16101,8077,0.1162883307262793
THE BRONX,Bronx,<18,<18,965,223,0.0027630941565788
THE BRONX,Bronx,%all%,%all%,381350,252153,0.2683634580368802
%all%,%all%,85andUp,85+,82434,66907,0.460684706434631
%all%,%all%,75to84,75 to 84,227350,184851,0.5941079182214454
%all%,%all%,65to74,65 to 74,463428,367802,0.6447290256610022
%all%,%all%,55to64,55 to 64,529363,328972,0.5299329870347396
%all%,%all%,45to54,45 to 54,439502,256011,0.4274949493573988
%all%,%all%,35to44,35 to 44,419696,238317,0.3691562890863449
%all%,%all%,25to34,25 to 34,450784,248402,0.3038244280005581
%all%,%all%,18to24,18 to 24,133056,66429,0.188820077928526
%all%,%all%,<18,<18,9172,2094,0.0053822432053157
%all%,%all%,%all%,%all%,2754785,1759785,0.3304360645075932
