Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3022020437729783
Latino,Latino,STATEN ISLAND,Staten Island,0.1877862767661725
Black,Black,STATEN ISLAND,Staten Island,0.1769432197130772
Asian,Asian,STATEN ISLAND,Staten Island,0.4302792748652622
White,White,QUEENS,Queens,0.2931861251782157
Latino,Latino,QUEENS,Queens,0.2076181664542748
Black,Black,QUEENS,Queens,0.1703019673139458
Asian,Asian,QUEENS,Queens,0.3986781498317699
White,White,MANHATTAN,Manhattan,0.4331138804174285
Latino,Latino,MANHATTAN,Manhattan,0.2554694351343988
Black,Black,MANHATTAN,Manhattan,0.2440169282038035
Asian,Asian,MANHATTAN,Manhattan,0.4409650258289866
White,White,BROOKLYN,Brooklyn,0.2674031200465755
Latino,Latino,BROOKLYN,Brooklyn,0.1839236353035795
Black,Black,BROOKLYN,Brooklyn,0.1709907365775033
Asian,Asian,BROOKLYN,Brooklyn,0.3795246617375579
White,White,THE BRONX,Bronx,0.3042746734806
Latino,Latino,THE BRONX,Bronx,0.1699354864221193
Black,Black,THE BRONX,Bronx,0.1767057274262728
Asian,Asian,THE BRONX,Bronx,0.3254546063989331
White,White,%all%,%all%,0.325513725700752
Latino,Latino,%all%,%all%,0.1976988682079065
Black,Black,%all%,%all%,0.1802663748570527
Asian,Asian,%all%,%all%,0.398565682184083
