Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,75008,49741,0.3242467470712835
STATEN ISLAND,Staten Island,F,Female,88814,60939,0.362783022143432
QUEENS,Queens,M,Male,349508,219549,0.3165362696479163
QUEENS,Queens,F,Female,411106,264888,0.3531334610097313
MANHATTAN,Manhattan,M,Male,318979,200978,0.4177251533750379
MANHATTAN,Manhattan,F,Female,380941,252250,0.4493233270900475
BROOKLYN,Brooklyn,M,Male,320751,190679,0.2646036855486828
BROOKLYN,Brooklyn,F,Female,399168,248072,0.2961826328977547
THE BRONX,Bronx,M,Male,166932,109254,0.2502189608444623
THE BRONX,Bronx,F,Female,212934,142066,0.2824519473825323
%all%,%all%,M,Male,1231178,770201,0.3094623797391377
%all%,%all%,F,Female,1492963,968215,0.3425503443911667
