Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4402209569101307
Latino,Latino,STATEN ISLAND,Staten Island,0.3927361749587017
Black,Black,STATEN ISLAND,Staten Island,0.330769881367968
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.731732223312575
White,White,QUEENS,Queens,0.4638562710375696
Latino,Latino,QUEENS,Queens,0.4794033579971572
Black,Black,QUEENS,Queens,0.3134318175391685
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.7301613120785936
White,White,MANHATTAN,Manhattan,0.614705711843321
Latino,Latino,MANHATTAN,Manhattan,0.4639728207264486
Black,Black,MANHATTAN,Manhattan,0.3976917032536366
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.7219127940815804
White,White,BROOKLYN,Brooklyn,0.4605990268157796
Latino,Latino,BROOKLYN,Brooklyn,0.4023004290032457
Black,Black,BROOKLYN,Brooklyn,0.3146917024978939
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.7506012445895072
White,White,THE BRONX,Bronx,0.4637991876219938
Latino,Latino,THE BRONX,Bronx,0.3570189919619597
Black,Black,THE BRONX,Bronx,0.3206228351410175
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.581983473961762
White,White,%all%,%all%,0.506492012060249
Latino,Latino,%all%,%all%,0.4188558279012191
Black,Black,%all%,%all%,0.3256141769358431
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.7272075896353342
