Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,96596,82092,0.5413350380357844
STATEN ISLAND,Staten Island,F,Female,110558,95254,0.567756827303541
QUEENS,Queens,M,Male,534195,431880,0.611181285090298
QUEENS,Queens,F,Female,600688,493479,0.6355664024088582
MANHATTAN,Manhattan,M,Male,432691,371653,0.667008750755963
MANHATTAN,Manhattan,F,Female,498252,432365,0.6778480693134348
BROOKLYN,Brooklyn,M,Male,474871,384310,0.5172449040197652
BROOKLYN,Brooklyn,F,Female,562557,463641,0.5273500028340126
THE BRONX,Bronx,M,Male,239845,192904,0.4903329700735606
THE BRONX,Bronx,F,Female,293375,239975,0.5035380775019728
%all%,%all%,M,Male,1778198,1462839,0.5720610971740158
%all%,%all%,F,Female,2065430,1724714,0.5860557838549644
