Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2909820896679839
Latino,Latino,STATEN ISLAND,Staten Island,0.1746993388840001
Black,Black,STATEN ISLAND,Staten Island,0.1671851570018576
Asian,Asian,STATEN ISLAND,Staten Island,0.396609505144537
White,White,QUEENS,Queens,0.2781700656948838
Latino,Latino,QUEENS,Queens,0.1908313034914645
Black,Black,QUEENS,Queens,0.1602558586161438
Asian,Asian,QUEENS,Queens,0.3708850566854312
White,White,MANHATTAN,Manhattan,0.411340090823228
Latino,Latino,MANHATTAN,Manhattan,0.2387040772311097
Black,Black,MANHATTAN,Manhattan,0.2298498493240977
Asian,Asian,MANHATTAN,Manhattan,0.4023626596562708
White,White,BROOKLYN,Brooklyn,0.252446699558468
Latino,Latino,BROOKLYN,Brooklyn,0.1686097597786962
Black,Black,BROOKLYN,Brooklyn,0.1610857372742978
Asian,Asian,BROOKLYN,Brooklyn,0.3461763885449936
White,White,THE BRONX,Bronx,0.2881948317112686
Latino,Latino,THE BRONX,Bronx,0.1568130790162437
Black,Black,THE BRONX,Bronx,0.1663494100586994
Asian,Asian,THE BRONX,Bronx,0.3054828134689438
White,White,%all%,%all%,0.3089427347597443
Latino,Latino,%all%,%all%,0.1825622320607034
Black,Black,%all%,%all%,0.1697649530519518
Asian,Asian,%all%,%all%,0.3676711178107079
