Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3609032362676292
Latino,Latino,STATEN ISLAND,Staten Island,0.2778830749791286
Black,Black,STATEN ISLAND,Staten Island,0.2504644032138941
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.592903061922348
White,White,QUEENS,Queens,0.3935766774290222
Latino,Latino,QUEENS,Queens,0.3629832073463831
Black,Black,QUEENS,Queens,0.2544133609547108
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6051447605459754
White,White,MANHATTAN,Manhattan,0.5503986092784956
Latino,Latino,MANHATTAN,Manhattan,0.3759333617009834
Black,Black,MANHATTAN,Manhattan,0.3330163986659669
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6475986164701718
White,White,BROOKLYN,Brooklyn,0.3582412235410106
Latino,Latino,BROOKLYN,Brooklyn,0.3008772346949113
Black,Black,BROOKLYN,Brooklyn,0.2511378785368894
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.603547817388994
White,White,THE BRONX,Bronx,0.3932685499396308
Latino,Latino,THE BRONX,Bronx,0.2621748940115699
Black,Black,THE BRONX,Bronx,0.2477138842328261
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.465720715302677
White,White,%all%,%all%,0.4224146673944883
Latino,Latino,%all%,%all%,0.3161673385349833
Black,Black,%all%,%all%,0.260046838510106
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6046567804922334
