Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,97718,82427,0.4224181904638396
STATEN ISLAND,Staten Island,F,Female,111915,95798,0.4571448411644806
QUEENS,Queens,M,Male,539602,429847,0.4886972663703118
QUEENS,Queens,F,Female,606780,491926,0.5212142889461228
MANHATTAN,Manhattan,M,Male,436634,371927,0.5718025469349278
MANHATTAN,Manhattan,F,Female,502474,433036,0.5926725909162956
BROOKLYN,Brooklyn,M,Male,478898,384431,0.3950671262190706
BROOKLYN,Brooklyn,F,Female,567067,464082,0.4207636811804329
THE BRONX,Bronx,M,Male,241772,192940,0.3623986928886453
THE BRONX,Bronx,F,Female,295711,240247,0.3922536927519138
%all%,%all%,M,Male,1794624,1461572,0.451087181363678
%all%,%all%,F,Female,2083947,1725089,0.4781476584101138
