Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.32249525011368
Latino,Latino,STATEN ISLAND,Staten Island,0.211951984476184
Black,Black,STATEN ISLAND,Staten Island,0.1978469595577539
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.4917638783047072
White,White,QUEENS,Queens,0.3231615463391607
Latino,Latino,QUEENS,Queens,0.243507429800244
Black,Black,QUEENS,Queens,0.1913824067484864
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.462218743647533
White,White,MANHATTAN,Manhattan,0.480166400209617
Latino,Latino,MANHATTAN,Manhattan,0.289174228216662
Black,Black,MANHATTAN,Manhattan,0.271145483558551
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.524177488112023
White,White,BROOKLYN,Brooklyn,0.29985190190254
Latino,Latino,BROOKLYN,Brooklyn,0.2140593244693278
Black,Black,BROOKLYN,Brooklyn,0.1926439537959523
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4502195895784818
White,White,THE BRONX,Bronx,0.3280037694249438
Latino,Latino,THE BRONX,Bronx,0.1919498308482188
Black,Black,THE BRONX,Bronx,0.1943612452644032
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3658445085294638
White,White,%all%,%all%,0.3599036680417722
Latino,Latino,%all%,%all%,0.2270342755994207
Black,Black,%all%,%all%,0.2014707686510597
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4659958075357356
