Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,98189,84105,0.4713340446188212
STATEN ISLAND,Staten Island,F,Female,112195,97283,0.4995847196093488
QUEENS,Queens,M,Male,545141,447600,0.512106521413374
QUEENS,Queens,F,Female,611715,508889,0.5384371769628185
MANHATTAN,Manhattan,M,Male,439168,381055,0.58740999817263
MANHATTAN,Manhattan,F,Female,504845,441507,0.6006492046963517
BROOKLYN,Brooklyn,M,Male,484738,399387,0.4350252815643447
BROOKLYN,Brooklyn,F,Female,572657,479258,0.4492641770668985
THE BRONX,Bronx,M,Male,246230,200594,0.4100892317910975
THE BRONX,Bronx,F,Female,300353,247932,0.4255413809330007
%all%,%all%,M,Male,1813466,1512741,0.4866613707810478
%all%,%all%,F,Female,2101765,1774869,0.503610503882909
