Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,89922,67315,0.2909912246574159
STATEN ISLAND,Staten Island,F,Female,103997,79981,0.326702421848513
QUEENS,Queens,M,Male,481194,322205,0.2918089679260757
QUEENS,Queens,F,Female,550047,380446,0.3267970127103673
MANHATTAN,Manhattan,M,Male,405768,292099,0.3825239265772831
MANHATTAN,Manhattan,F,Female,471197,350192,0.4130546057271807
BROOKLYN,Brooklyn,M,Male,431282,284748,0.2349029940752058
BROOKLYN,Brooklyn,F,Female,517994,356586,0.2645867913622303
THE BRONX,Bronx,M,Male,213751,154262,0.2312275497675008
THE BRONX,Bronx,F,Female,265861,197758,0.2623213399949037
%all%,%all%,M,Male,1621917,1120629,0.2816753687482152
%all%,%all%,F,Female,1909096,1364963,0.3131816031148796
