Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-03-10,3/10,2753103,2753103
2021-03-11,3/11,2837715,2837715
2021-03-12,3/12,2922381,2922381
2021-03-13,3/13,2993924,2993924
2021-03-14,3/14,3044500,3044500
2021-03-15,3/15,3098595,3098595
2021-03-16,3/16,3160894,3160894
2021-03-17,3/17,3230867,3230867
2021-03-18,3/18,3311719,3311719
2021-03-19,3/19,3392953,3392953
2021-03-20,3/20,3460505,3460505
2021-03-21,3/21,3508897,3508897
2021-03-22,3/22,3571810,3571810
2021-03-23,3/23,3645375,3645375
2021-03-24,3/24,3727340,3727340
2021-03-25,3/25,3823987,3823987
2021-03-26,3/26,3919487,3919487
2021-03-27,3/27,4001424,4001424
2021-03-28,3/28,4061828,4061828
2021-03-29,3/29,4136494,4136494
2021-03-30,3/30,4220770,4220770
2021-03-31,3/31,4320408,4320408
2021-04-01,4/1,4434186,4434186
2021-04-02,4/2,4541443,4541443
2021-04-03,4/3,4627753,4627753
2021-04-04,4/4,4679942,4679942
2021-04-05,4/5,4764170,4764170
2021-04-06,4/6,4861436,4861436
2021-04-07,4/7,4966117,4966117
2021-04-08,4/8,5082107,5082107
2021-04-09,4/9,5195642,5195642
2021-04-10,4/10,5289450,5289450
2021-04-11,4/11,5359152,5359152
2021-04-12,4/12,5445300,5445300
2021-04-13,4/13,5528620,5528620
2021-04-14,4/14,5615443,5615443
2021-04-15,4/15,5707746,5707746
2021-04-16,4/16,5797640,5797640
2021-04-17,4/17,5871474,5871474
2021-04-18,4/18,5910948,5910948
2021-04-19,4/19,5972381,5972381
2021-04-20,4/20,6039128,6039128
2021-04-21,4/21,6109622,6109622
2021-04-22,4/22,6183243,6183243
2021-04-23,4/23,6253429,6253429
2021-04-24,4/24,6314973,6314973
2021-04-25,4/25,6353338,6353338
2021-04-26,4/26,6405213,6405213
2021-04-27,4/27,6466497,6466497
2021-04-28,4/28,6533559,6533559
2021-04-29,4/29,6603177,6603177
2021-04-30,4/30,6671588,6671588
2021-05-01,5/1,6737693,6737693
2021-05-02,5/2,6786868,6786868
2021-05-03,5/3,6858188,6858188
2021-05-04,5/4,6934479,6934479
2021-05-05,5/5,7000905,7000905
2021-05-06,5/6,7069465,7069465
2021-05-07,5/7,7140947,7140947
2021-05-08,5/8,7193984,7193984
2021-05-09,5/9,7218294,7218294
2021-05-10,5/10,7257881,7257881
2021-05-11,5/11,7302758,7302758
2021-05-12,5/12,7338284,7338284
2021-05-13,5/13,7366582,7366582
