Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5124,4095,0.5174189639503182
STATEN ISLAND,Staten Island,75to84,75 to 84,15320,12113,0.6737323541052818
STATEN ISLAND,Staten Island,65to74,65 to 74,32405,25092,0.6945069547139888
STATEN ISLAND,Staten Island,55to64,55 to 64,35181,20225,0.531997580523212
STATEN ISLAND,Staten Island,45to54,45 to 54,25014,14222,0.3897961727856386
STATEN ISLAND,Staten Island,35to44,35 to 44,18501,10735,0.3126542062392267
STATEN ISLAND,Staten Island,25to34,25 to 34,14752,8608,0.2279392450439593
STATEN ISLAND,Staten Island,18to24,18 to 24,5980,2989,0.1507358151370346
STATEN ISLAND,Staten Island,<18,<18,329,92,0.0031949520300111
STATEN ISLAND,Staten Island,%all%,%all%,152606,98171,0.3205045543040639
QUEENS,Queens,85andUp,85+,22906,17292,0.4436980752806486
QUEENS,Queens,75to84,75 to 84,61257,45899,0.5581713723189075
QUEENS,Queens,65to74,65 to 74,129322,94032,0.6195793661912616
QUEENS,Queens,55to64,55 to 64,149863,83243,0.496591078205079
QUEENS,Queens,45to54,45 to 54,117905,65316,0.3911317118836785
QUEENS,Queens,35to44,35 to 44,103165,57750,0.334290068240352
QUEENS,Queens,25to34,25 to 34,93098,52829,0.2568233899309428
QUEENS,Queens,18to24,18 to 24,26563,14619,0.1520265562214218
QUEENS,Queens,<18,<18,1224,424,0.0027250201134068
QUEENS,Queens,%all%,%all%,705303,431404,0.310934884678018
MANHATTAN,Manhattan,85andUp,85+,22164,18799,0.5565261292174948
MANHATTAN,Manhattan,75to84,75 to 84,58992,51035,0.6888524600866792
MANHATTAN,Manhattan,65to74,65 to 74,105039,88451,0.7106500979489384
MANHATTAN,Manhattan,55to64,55 to 64,107824,63826,0.5929479934698036
MANHATTAN,Manhattan,45to54,45 to 54,92578,51439,0.4792635014866936
MANHATTAN,Manhattan,35to44,35 to 44,96594,53117,0.4164490445594844
MANHATTAN,Manhattan,25to34,25 to 34,129104,70032,0.3590836250298015
MANHATTAN,Manhattan,18to24,18 to 24,35415,17231,0.2459590935055701
MANHATTAN,Manhattan,<18,<18,1787,622,0.0078491877386967
MANHATTAN,Manhattan,%all%,%all%,649497,414552,0.4030587495587919
BROOKLYN,Brooklyn,85andUp,85+,18530,13718,0.36347587289133
BROOKLYN,Brooklyn,75to84,75 to 84,52615,38967,0.4932918311285288
BROOKLYN,Brooklyn,65to74,65 to 74,114081,82964,0.542614974101397
BROOKLYN,Brooklyn,55to64,55 to 64,120080,65818,0.4202495319089366
BROOKLYN,Brooklyn,45to54,45 to 54,101666,55280,0.3442034628223966
BROOKLYN,Brooklyn,35to44,35 to 44,110659,59593,0.3091154402686139
BROOKLYN,Brooklyn,25to34,25 to 34,122265,65254,0.2601156069364162
BROOKLYN,Brooklyn,18to24,18 to 24,25524,13468,0.122813223165901
BROOKLYN,Brooklyn,<18,<18,1097,390,0.0019076163615101
BROOKLYN,Brooklyn,%all%,%all%,666517,395452,0.2603680686338506
THE BRONX,Bronx,85andUp,85+,10667,8307,0.4009520174330765
THE BRONX,Bronx,75to84,75 to 84,31854,24330,0.5502443786277076
THE BRONX,Bronx,65to74,65 to 74,66346,49184,0.6297040587847412
THE BRONX,Bronx,55to64,55 to 64,83253,49748,0.5094046386821443
THE BRONX,Bronx,45to54,45 to 54,62651,37548,0.3601956907893469
THE BRONX,Bronx,35to44,35 to 44,45985,27749,0.256627004550051
THE BRONX,Bronx,25to34,25 to 34,35318,21626,0.1556521102161931
THE BRONX,Bronx,18to24,18 to 24,12814,6576,0.0925482063180264
THE BRONX,Bronx,<18,<18,555,176,0.0015891370537837
THE BRONX,Bronx,%all%,%all%,349443,225244,0.245909877715436
%all%,%all%,85andUp,85+,79391,62211,0.4436788161262561
%all%,%all%,75to84,75 to 84,220038,172344,0.5750002995804284
%all%,%all%,65to74,65 to 74,447193,339723,0.6221426136798393
%all%,%all%,55to64,55 to 64,496201,282860,0.4967352801378728
%all%,%all%,45to54,45 to 54,399814,223805,0.388891212514116
%all%,%all%,35to44,35 to 44,374904,208944,0.3297581330382635
%all%,%all%,25to34,25 to 34,394537,218349,0.2659144476069607
%all%,%all%,18to24,18 to 24,106296,54883,0.150844899918009
%all%,%all%,<18,<18,4992,1704,0.0029293674314147
%all%,%all%,%all%,%all%,2523366,1564823,0.3026773887444093
