Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-03-10,3/10,2753909,2753909
2021-03-11,3/11,2838531,2838531
2021-03-12,3/12,2923254,2923254
2021-03-13,3/13,2994940,2994940
2021-03-14,3/14,3045525,3045525
2021-03-15,3/15,3099628,3099628
2021-03-16,3/16,3161930,3161930
2021-03-17,3/17,3231907,3231907
2021-03-18,3/18,3312803,3312803
2021-03-19,3/19,3394150,3394150
2021-03-20,3/20,3461704,3461704
2021-03-21,3/21,3510091,3510091
2021-03-22,3/22,3573010,3573010
2021-03-23,3/23,3646545,3646545
2021-03-24,3/24,3728470,3728470
2021-03-25,3/25,3825147,3825147
2021-03-26,3/26,3920659,3920659
2021-03-27,3/27,4002614,4002614
2021-03-28,3/28,4063040,4063040
2021-03-29,3/29,4137719,4137719
2021-03-30,3/30,4222000,4222000
2021-03-31,3/31,4321628,4321628
2021-04-01,4/1,4435401,4435401
2021-04-02,4/2,4542675,4542675
2021-04-03,4/3,4628998,4628998
2021-04-04,4/4,4681179,4681179
2021-04-05,4/5,4765407,4765407
2021-04-06,4/6,4862706,4862706
2021-04-07,4/7,4967411,4967411
2021-04-08,4/8,5083421,5083421
2021-04-09,4/9,5197006,5197006
2021-04-10,4/10,5290824,5290824
2021-04-11,4/11,5360611,5360611
2021-04-12,4/12,5446808,5446808
2021-04-13,4/13,5530205,5530205
2021-04-14,4/14,5617080,5617080
2021-04-15,4/15,5709465,5709465
2021-04-16,4/16,5799520,5799520
2021-04-17,4/17,5875222,5875222
2021-04-18,4/18,5920294,5920294
2021-04-19,4/19,5987293,5987293
2021-04-20,4/20,6058281,6058281
2021-04-21,4/21,6131187,6131187
2021-04-22,4/22,6208222,6208222
2021-04-23,4/23,6281825,6281825
2021-04-24,4/24,6347489,6347489
2021-04-25,4/25,6385902,6385902
2021-04-26,4/26,6437973,6437973
2021-04-27,4/27,6499468,6499468
2021-04-28,4/28,6566612,6566612
2021-04-29,4/29,6636264,6636264
2021-04-30,4/30,6704711,6704711
2021-05-01,5/1,6770831,6770831
2021-05-02,5/2,6820045,6820045
2021-05-03,5/3,6891415,6891415
2021-05-04,5/4,6967783,6967783
2021-05-05,5/5,7034788,7034788
2021-05-06,5/6,7103454,7103454
2021-05-07,5/7,7175061,7175061
2021-05-08,5/8,7231220,7231220
2021-05-09,5/9,7264795,7264795
2021-05-10,5/10,7314065,7314065
2021-05-11,5/11,7369276,7369276
2021-05-12,5/12,7421001,7421001
2021-05-13,5/13,7480519,7480519
2021-05-14,5/14,7542494,7542494
2021-05-15,5/15,7589709,7589709
2021-05-16,5/16,7609409,7609409
2021-05-17,5/17,7628062,7628062
