Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2638726351394283
Latino,Latino,STATEN ISLAND,Staten Island,0.1545309849431081
Black,Black,STATEN ISLAND,Staten Island,0.1459436506269828
Asian,Asian,STATEN ISLAND,Staten Island,0.2999274925577044
White,White,QUEENS,Queens,0.2383291925573541
Latino,Latino,QUEENS,Queens,0.1589754364977862
Black,Black,QUEENS,Queens,0.1403802712782953
Asian,Asian,QUEENS,Queens,0.2943535957118088
White,White,MANHATTAN,Manhattan,0.3278656467083616
Latino,Latino,MANHATTAN,Manhattan,0.1998547152144582
Black,Black,MANHATTAN,Manhattan,0.184358211676889
Asian,Asian,MANHATTAN,Manhattan,0.264558287443995
White,White,BROOKLYN,Brooklyn,0.2182138406445533
Latino,Latino,BROOKLYN,Brooklyn,0.1436322660221904
Black,Black,BROOKLYN,Brooklyn,0.1350559401172002
Asian,Asian,BROOKLYN,Brooklyn,0.2601035867169619
White,White,THE BRONX,Bronx,0.2604151502794964
Latino,Latino,THE BRONX,Bronx,0.1433080613470126
Black,Black,THE BRONX,Bronx,0.1492564908122359
Asian,Asian,THE BRONX,Bronx,0.2647111327200305
White,White,%all%,%all%,0.2628646314005871
Latino,Latino,%all%,%all%,0.1581132244040528
Black,Black,%all%,%all%,0.1452866398489872
Asian,Asian,%all%,%all%,0.2793325481112184
