Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,322045,0.1072562359787063,0.1072562359787063
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,4685,0.0015603268659977,0.0015603268659977
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,8841,0.0029444716803172,0.0029444716803172
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,399054,0.1329038798684863,0.1329038798684863
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,613423,0.2042989086704217,0.2042989086704217
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,629172,0.2095440714906134,0.2095440714906134
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1025356,0.3414921054454575,0.3414921054454575
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,61562,0.1092991834785341,0.1092991834785341
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,800,0.0014203461028366,0.0014203461028366
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1380,0.0024500970273932,0.0024500970273932
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,43696,0.0775793041369356,0.0775793041369356
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,65069,0.1155256257068441,0.1155256257068441
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,73170,0.1299084054306933,0.1299084054306933
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,317566,0.5638170381167632,0.5638170381167632
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,236972,0.105902647432116,0.105902647432116
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,3691,0.0016495057292505,0.0016495057292505
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,6550,0.0029271911478164,0.0029271911478164
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,274312,0.1225898714717292,0.1225898714717292
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,473585,0.2116448579753669,0.2116448579753669
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,500170,0.2235256788402067,0.2235256788402067
18 to 64 years,18 to 64 years,White,White,NYC,NYC,742360,0.3317602474035144,0.3317602474035144
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,44216,0.1063209200885847,0.1063209200885847
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,656,0.001577404640359,0.001577404640359
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1024,0.0024622901703164,0.0024622901703164
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,34769,0.0836048505192691,0.0836048505192691
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,54822,0.1318238981612175,0.1318238981612175
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,59837,0.1438828680871324,0.1438828680871324
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,220549,0.530327768333121,0.530327768333121
65+ years,65+ years,Other,Other,NYC,NYC,82702,0.1106066097553473,0.1106066097553473
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,958,0.0012812402619722,0.0012812402619722
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2133,0.0028526988296312,0.0028526988296312
65+ years,65+ years,Black,Black,NYC,NYC,122931,0.16440933887735,0.16440933887735
65+ years,65+ years,Latino,Latino,NYC,NYC,136360,0.1823694385412585,0.1823694385412585
65+ years,65+ years,Asian,Asian,NYC,NYC,124211,0.1661212256574381,0.1661212256574381
65+ years,65+ years,White,White,NYC,NYC,278418,0.3723594480770029,0.3723594480770029
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17057,0.1181764644750061,0.1181764644750061
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,137,0.0009491807253958,0.0009491807253958
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,346,0.0023972009561091,0.0023972009561091
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,8772,0.0607752797311809,0.0607752797311809
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9789,0.0678213877437905,0.0678213877437905
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12844,0.0889874250874701,0.0889874250874701
65+ years,65+ years,White,White,Non- NYC,Non- NYC,95390,0.6608930612810476,0.6608930612810476
