Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2116,2116
2020-12-16,12/16,6625,6625
2020-12-17,12/17,11118,11118
2020-12-18,12/18,16904,16904
2020-12-19,12/19,18589,18589
2020-12-20,12/20,19693,19693
2020-12-21,12/21,25965,25965
2020-12-22,12/22,35682,35682
2020-12-23,12/23,49909,49909
2020-12-24,12/24,57145,57145
2020-12-25,12/25,57324,57324
2020-12-26,12/26,61672,61672
2020-12-27,12/27,65509,65509
2020-12-28,12/28,76454,76454
2020-12-29,12/29,87127,87127
2020-12-30,12/30,99922,99922
2020-12-31,12/31,107155,107155
2021-01-01,1/1,107319,107319
2021-01-02,1/2,111124,111124
2021-01-03,1/3,114666,114666
2021-01-04,1/4,127629,127629
2021-01-05,1/5,143649,143649
2021-01-06,1/6,165150,165150
2021-01-07,1/7,186583,186583
2021-01-08,1/8,208382,208382
2021-01-09,1/9,217470,217470
2021-01-10,1/10,226247,226247
2021-01-11,1/11,259151,259151
2021-01-12,1/12,294772,294772
2021-01-13,1/13,335568,335568
2021-01-14,1/14,376280,376280
2021-01-15,1/15,408638,408638
2021-01-16,1/16,440929,440929
2021-01-17,1/17,466215,466215
2021-01-18,1/18,495293,495293
2021-01-19,1/19,538505,538505
2021-01-20,1/20,582346,582346
2021-01-21,1/21,615403,615403
2021-01-22,1/22,643896,643896
2021-01-23,1/23,662388,662388
2021-01-24,1/24,672728,672728
2021-01-25,1/25,696741,696741
2021-01-26,1/26,723598,723598
2021-01-27,1/27,756058,756058
2021-01-28,1/28,797882,797882
2021-01-29,1/29,840464,840464
2021-01-30,1/30,862399,862399
2021-01-31,1/31,878009,878009
2021-02-01,2/1,884334,884334
2021-02-02,2/2,896284,896284
2021-02-03,2/3,932860,932860
2021-02-04,2/4,978674,978674
2021-02-05,2/5,1025241,1025241
2021-02-06,2/6,1058902,1058902
2021-02-07,2/7,1078911,1078911
2021-02-08,2/8,1118527,1118527
2021-02-09,2/9,1163129,1163129
2021-02-10,2/10,1210973,1210973
2021-02-11,2/11,1271336,1271336
2021-02-12,2/12,1339144,1339144
2021-02-13,2/13,1391307,1391307
2021-02-14,2/14,1430742,1430742
2021-02-15,2/15,1453267,1453267
2021-02-16,2/16,1493225,1493225
2021-02-17,2/17,1530632,1530632
2021-02-18,2/18,1566615,1566615
2021-02-19,2/19,1602967,1602967
2021-02-20,2/20,1639903,1639903
2021-02-21,2/21,1663496,1663496
2021-02-22,2/22,1687663,1687663
2021-02-23,2/23,1726235,1726235
2021-02-24,2/24,1781814,1781814
2021-02-25,2/25,1865334,1865334
2021-02-26,2/26,1958415,1958415
2021-02-27,2/27,2031568,2031568
2021-02-28,2/28,2089429,2089429
2021-03-01,3/1,2140063,2140063
2021-03-02,3/2,2198254,2198254
2021-03-03,3/3,2261524,2261524
2021-03-04,3/4,2343433,2343433
2021-03-05,3/5,2429566,2429566
2021-03-06,3/6,2499739,2499739
2021-03-07,3/7,2556036,2556036
2021-03-08,3/8,2617716,2617716
2021-03-09,3/9,2675789,2675789
2021-03-10,3/10,2745945,2745945
2021-03-11,3/11,2829772,2829772
2021-03-12,3/12,2913866,2913866
2021-03-13,3/13,2984888,2984888
2021-03-14,3/14,3034689,3034689
2021-03-15,3/15,3088544,3088544
2021-03-16,3/16,3150505,3150505
2021-03-17,3/17,3220281,3220281
2021-03-18,3/18,3300878,3300878
2021-03-19,3/19,3381792,3381792
2021-03-20,3/20,3448770,3448770
2021-03-21,3/21,3496872,3496872
2021-03-22,3/22,3559669,3559669
2021-03-23,3/23,3633003,3633003
2021-03-24,3/24,3714617,3714617
2021-03-25,3/25,3810644,3810644
2021-03-26,3/26,3905751,3905751
2021-03-27,3/27,3987361,3987361
2021-03-28,3/28,4047651,4047651
2021-03-29,3/29,4122029,4122029
2021-03-30,3/30,4205994,4205994
2021-03-31,3/31,4305304,4305304
2021-04-01,4/1,4418236,4418236
2021-04-02,4/2,4524744,4524744
2021-04-03,4/3,4609754,4609754
2021-04-04,4/4,4661553,4661553
2021-04-05,4/5,4745089,4745089
2021-04-06,4/6,4841751,4841751
2021-04-07,4/7,4945001,4945001
2021-04-08,4/8,5060111,5060111
2021-04-09,4/9,5172813,5172813
2021-04-10,4/10,5265862,5265862
2021-04-11,4/11,5328505,5328505
2021-04-12,4/12,5406077,5406077
2021-04-13,4/13,5481300,5481300
2021-04-14,4/14,5561559,5561559
2021-04-15,4/15,5647785,5647785
2021-04-16,4/16,5731834,5731834
2021-04-17,4/17,5797251,5797251
2021-04-18,4/18,5832571,5832571
2021-04-19,4/19,5876492,5876492
2021-04-20,4/20,5926243,5926243
2021-04-21,4/21,5980150,5980150
2021-04-22,4/22,6038227,6038227
2021-04-23,4/23,6096694,6096694
2021-04-24,4/24,6133735,6133735
