Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,99051,85082,0.5550931389755526
STATEN ISLAND,Staten Island,F,Female,113100,98312,0.5808109514284854
QUEENS,Queens,M,Male,551538,456569,0.6310236966203966
QUEENS,Queens,F,Female,618352,517769,0.6542560465038794
MANHATTAN,Manhattan,M,Male,442510,386112,0.6821450926805068
MANHATTAN,Manhattan,F,Female,508358,446533,0.6915968000530638
BROOKLYN,Brooklyn,M,Male,490457,406696,0.534221681026683
BROOKLYN,Brooklyn,F,Female,578738,486801,0.5425183331469536
THE BRONX,Bronx,M,Male,249221,204521,0.5095010241393518
THE BRONX,Bronx,F,Female,303915,252318,0.5216285464815066
%all%,%all%,M,Male,1832777,1538980,0.5896196157544328
%all%,%all%,F,Female,2122463,1801733,0.6022386220632794
