Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2521898826540145
Latino,Latino,STATEN ISLAND,Staten Island,0.1400076716532413
Black,Black,STATEN ISLAND,Staten Island,0.1365904970792954
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3181116517185455
White,White,QUEENS,Queens,0.2490575142647214
Latino,Latino,QUEENS,Queens,0.1635336553100358
Black,Black,QUEENS,Queens,0.142157207957503
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3130426424578195
White,White,MANHATTAN,Manhattan,0.3550387128407466
Latino,Latino,MANHATTAN,Manhattan,0.2062398912121785
Black,Black,MANHATTAN,Manhattan,0.1906952849203343
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.316651747083264
White,White,BROOKLYN,Brooklyn,0.2131401471206925
Latino,Latino,BROOKLYN,Brooklyn,0.1426400567318408
Black,Black,BROOKLYN,Brooklyn,0.1365559420792873
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2818029789162747
White,White,THE BRONX,Bronx,0.2656533625642709
Latino,Latino,THE BRONX,Bronx,0.138736077843966
Black,Black,THE BRONX,Bronx,0.145369672179254
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.2638623741333106
White,White,%all%,%all%,0.2677906140845407
Latino,Latino,%all%,%all%,0.1574527869812963
Black,Black,%all%,%all%,0.1457262597981869
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3034356806918051
