Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,86212,60436,0.2612544849349414
STATEN ISLAND,Staten Island,F,Female,100530,72613,0.2966059808915376
QUEENS,Queens,M,Male,440200,284061,0.2572633796435468
QUEENS,Queens,F,Female,508035,337803,0.2901673595848036
MANHATTAN,Manhattan,M,Male,384120,253850,0.3324342047101953
MANHATTAN,Manhattan,F,Female,449553,309833,0.3654508031487572
BROOKLYN,Brooklyn,M,Male,402374,248581,0.2050670107260059
BROOKLYN,Brooklyn,F,Female,487907,316563,0.2348897276786013
THE BRONX,Bronx,M,Male,199451,139893,0.20968946091471
THE BRONX,Bronx,F,Female,250098,180307,0.239172998566233
%all%,%all%,M,Male,1512357,986821,0.248042098735159
%all%,%all%,F,Female,1796123,1217119,0.2792597891676032
