Borough-value,Borough-alias,Demographic -value,Demographic -alias,AGG(Calculation1)-alias
STATEN ISLAND,Staten Island,M,Male,0.3156685579369711
STATEN ISLAND,Staten Island,F,Female,0.3502634107261829
QUEENS,Queens,M,Male,0.2830338147459413
QUEENS,Queens,F,Female,0.3175070464768022
MANHATTAN,Manhattan,M,Male,0.3493351792677974
MANHATTAN,Manhattan,F,Female,0.3838380062219369
BROOKLYN,Brooklyn,M,Male,0.2397901675198848
BROOKLYN,Brooklyn,F,Female,0.2702730048103464
THE BRONX,Bronx,M,Male,0.2456152252103554
THE BRONX,Bronx,F,Female,0.2701899076620725
%all%,%all%,M,Male,0.280083448521459
%all%,%all%,F,Female,0.3110318066287218
