Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,76,76
2020-12-15,12/15,2110,2110
2020-12-16,12/16,6619,6619
2020-12-17,12/17,11106,11106
2020-12-18,12/18,16865,16865
2020-12-19,12/19,18550,18550
2020-12-20,12/20,19649,19649
2020-12-21,12/21,25914,25914
2020-12-22,12/22,35628,35628
2020-12-23,12/23,49843,49843
2020-12-24,12/24,57077,57077
2020-12-25,12/25,57256,57256
2020-12-26,12/26,61604,61604
2020-12-27,12/27,65436,65436
2020-12-28,12/28,76381,76381
2020-12-29,12/29,87055,87055
2020-12-30,12/30,99853,99853
2020-12-31,12/31,107079,107079
2021-01-01,1/1,107240,107240
2021-01-02,1/2,111041,111041
2021-01-03,1/3,114579,114579
2021-01-04,1/4,127527,127527
2021-01-05,1/5,143489,143489
2021-01-06,1/6,164888,164888
2021-01-07,1/7,186298,186298
2021-01-08,1/8,208084,208084
2021-01-09,1/9,217169,217169
2021-01-10,1/10,225937,225937
2021-01-11,1/11,258823,258823
2021-01-12,1/12,294445,294445
2021-01-13,1/13,335180,335180
2021-01-14,1/14,375895,375895
2021-01-15,1/15,408194,408194
2021-01-16,1/16,440482,440482
2021-01-17,1/17,465716,465716
2021-01-18,1/18,494776,494776
2021-01-19,1/19,537034,537034
2021-01-20,1/20,581801,581801
2021-01-21,1/21,614856,614856
2021-01-22,1/22,643328,643328
2021-01-23,1/23,661815,661815
2021-01-24,1/24,672153,672153
2021-01-25,1/25,696171,696171
2021-01-26,1/26,723028,723028
2021-01-27,1/27,755470,755470
2021-01-28,1/28,797291,797291
2021-01-29,1/29,839842,839842
2021-01-30,1/30,861752,861752
2021-01-31,1/31,877334,877334
2021-02-01,2/1,883633,883633
2021-02-02,2/2,895445,895445
2021-02-03,2/3,931712,931712
2021-02-04,2/4,977118,977118
2021-02-05,2/5,1023393,1023393
2021-02-06,2/6,1056781,1056781
2021-02-07,2/7,1076709,1076709
2021-02-08,2/8,1116233,1116233
2021-02-09,2/9,1160686,1160686
2021-02-10,2/10,1208485,1208485
2021-02-11,2/11,1268344,1268344
2021-02-12,2/12,1335254,1335254
2021-02-13,2/13,1387057,1387057
2021-02-14,2/14,1426223,1426223
2021-02-15,2/15,1448721,1448721
2021-02-16,2/16,1488585,1488585
2021-02-17,2/17,1525902,1525902
2021-02-18,2/18,1561556,1561556
2021-02-19,2/19,1597538,1597538
2021-02-20,2/20,1633460,1633460
2021-02-21,2/21,1656777,1656777
2021-02-22,2/22,1680734,1680734
2021-02-23,2/23,1719187,1719187
2021-02-24,2/24,1773726,1773726
2021-02-25,2/25,1856544,1856544
2021-02-26,2/26,1948635,1948635
2021-02-27,2/27,2021105,2021105
2021-02-28,2/28,2078436,2078436
2021-03-01,3/1,2128975,2128975
2021-03-02,3/2,2187152,2187152
2021-03-03,3/3,2250368,2250368
2021-03-04,3/4,2331734,2331734
2021-03-05,3/5,2417052,2417052
2021-03-06,3/6,2486666,2486666
2021-03-07,3/7,2542612,2542612
2021-03-08,3/8,2604154,2604154
2021-03-09,3/9,2662020,2662020
2021-03-10,3/10,2731894,2731894
2021-03-11,3/11,2814645,2814645
2021-03-12,3/12,2897257,2897257
2021-03-13,3/13,2966524,2966524
2021-03-14,3/14,3015590,3015590
2021-03-15,3/15,3069238,3069238
2021-03-16,3/16,3130980,3130980
2021-03-17,3/17,3200676,3200676
2021-03-18,3/18,3281253,3281253
2021-03-19,3/19,3360303,3360303
2021-03-20,3/20,3425843,3425843
2021-03-21,3/21,3473670,3473670
2021-03-22,3/22,3534477,3534477
2021-03-23,3/23,3604922,3604922
2021-03-24,3/24,3684829,3684829
2021-03-25,3/25,3777805,3777805
2021-03-26,3/26,3868277,3868277
2021-03-27,3/27,3946054,3946054
2021-03-28,3/28,3992894,3992894
2021-03-29,3/29,4051122,4051122
2021-03-30,3/30,4120654,4120654
2021-03-31,3/31,4197288,4197288
2021-04-01,4/1,4276101,4276101
2021-04-02,4/2,4328448,4328448
