Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5984,5421,0.6042613349490054
STATEN ISLAND,Staten Island,75to84,75 to 84,17216,15784,0.7571133295219666
STATEN ISLAND,Staten Island,65to74,65 to 74,37061,33911,0.7942947769990786
STATEN ISLAND,Staten Island,55to64,55 to 64,45453,40111,0.6873279903220928
STATEN ISLAND,Staten Island,45to54,45 to 54,36257,30913,0.5649971950383346
STATEN ISLAND,Staten Island,35to44,35 to 44,29037,24103,0.4907053773616792
STATEN ISLAND,Staten Island,25to34,25 to 34,24986,20487,0.3860690060105997
STATEN ISLAND,Staten Island,18to24,18 to 24,15202,11396,0.3831916156711037
STATEN ISLAND,Staten Island,%all%,%all%,211196,182126,0.565954120336259
QUEENS,Queens,85andUp,85+,28994,25662,0.5616249888538866
QUEENS,Queens,75to84,75 to 84,75513,67997,0.6880714830618158
QUEENS,Queens,65to74,65 to 74,162286,145652,0.7775092947968256
QUEENS,Queens,55to64,55 to 64,223952,191693,0.742094880965841
QUEENS,Queens,45to54,45 to 54,206470,169331,0.6849324842256316
QUEENS,Queens,35to44,35 to 44,197547,157445,0.6401201968756538
QUEENS,Queens,25to34,25 to 34,193535,152195,0.5338924012361707
QUEENS,Queens,18to24,18 to 24,85637,61513,0.4901215297644806
QUEENS,Queens,%all%,%all%,1173934,971488,0.6453167899009192
MANHATTAN,Manhattan,85andUp,85+,25317,23238,0.6356962648167892
MANHATTAN,Manhattan,75to84,75 to 84,65476,61217,0.7645664442065944
MANHATTAN,Manhattan,65to74,65 to 74,118958,110756,0.8048202510668402
MANHATTAN,Manhattan,55to64,55 to 64,140172,124962,0.7708367908874584
MANHATTAN,Manhattan,45to54,45 to 54,135911,118084,0.703592449076001
MANHATTAN,Manhattan,35to44,35 to 44,154100,131866,0.6643766462369975
MANHATTAN,Manhattan,25to34,25 to 34,227980,193097,0.6340925520068638
MANHATTAN,Manhattan,18to24,18 to 24,85380,67312,0.5929687252154616
MANHATTAN,Manhattan,%all%,%all%,953294,830532,0.688919041739721
BROOKLYN,Brooklyn,85andUp,85+,23386,20239,0.4587289132993332
BROOKLYN,Brooklyn,75to84,75 to 84,64856,57230,0.6080573030442242
BROOKLYN,Brooklyn,65to74,65 to 74,141988,125643,0.6753518547585414
BROOKLYN,Brooklyn,55to64,55 to 64,175682,148385,0.6148424239242656
BROOKLYN,Brooklyn,45to54,45 to 54,168289,138285,0.5697642924371796
BROOKLYN,Brooklyn,35to44,35 to 44,191919,157793,0.5361075572787762
BROOKLYN,Brooklyn,25to34,25 to 34,229481,189219,0.4882148578528256
BROOKLYN,Brooklyn,18to24,18 to 24,76347,55236,0.3673570423541391
BROOKLYN,Brooklyn,%all%,%all%,1071948,892030,0.5400677720758604
THE BRONX,Bronx,85andUp,85+,13482,11982,0.5067624542076252
THE BRONX,Bronx,75to84,75 to 84,38551,34741,0.6659280165905932
THE BRONX,Bronx,65to74,65 to 74,81903,73224,0.7773588690598778
THE BRONX,Bronx,55to64,55 to 64,118572,101218,0.72551291626511
THE BRONX,Bronx,45to54,45 to 54,102709,83723,0.590498782226669
THE BRONX,Bronx,35to44,35 to 44,84627,66057,0.47227516612063
THE BRONX,Bronx,25to34,25 to 34,70427,53255,0.3103831237951138
THE BRONX,Bronx,18to24,18 to 24,38572,26135,0.2785835347353608
THE BRONX,Bronx,%all%,%all%,548843,450335,0.5120881588546768
%all%,%all%,85andUp,85+,97163,86542,0.5429981334316916
%all%,%all%,75to84,75 to 84,261612,236969,0.6836409091785738
%all%,%all%,65to74,65 to 74,542196,489186,0.7543124256568284
%all%,%all%,55to64,55 to 64,703831,606369,0.7045888439457382
%all%,%all%,45to54,45 to 54,649636,540336,0.631888157325207
%all%,%all%,35to44,35 to 44,657230,537264,0.578086490879633
%all%,%all%,25to34,25 to 34,746409,608253,0.5030730626629796
%all%,%all%,18to24,18 to 24,301138,221592,0.4273456336222377
%all%,%all%,%all%,%all%,3959215,3326511,0.5969240413960958
