Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4457349454731234
Latino,Latino,STATEN ISLAND,Staten Island,0.4027623210803089
Black,Black,STATEN ISLAND,Staten Island,0.3373793245420174
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.7400773086924904
White,White,QUEENS,Queens,0.4688847735504916
Latino,Latino,QUEENS,Queens,0.4938400036358102
Black,Black,QUEENS,Queens,0.3190389188212576
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.7424009589024257
White,White,MANHATTAN,Manhattan,0.6189058626021504
Latino,Latino,MANHATTAN,Manhattan,0.4758997371169848
Black,Black,MANHATTAN,Manhattan,0.4041572615783984
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.7305214468775388
White,White,BROOKLYN,Brooklyn,0.4652147777452436
Latino,Latino,BROOKLYN,Brooklyn,0.4149988553739906
Black,Black,BROOKLYN,Brooklyn,0.3215188405540505
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.764271458872052
White,White,THE BRONX,Bronx,0.468349789370753
Latino,Latino,THE BRONX,Bronx,0.3692572858191742
Black,Black,THE BRONX,Bronx,0.3275008255160833
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.5967210963029552
White,White,%all%,%all%,0.5111591808910771
Latino,Latino,%all%,%all%,0.4316338558321105
Black,Black,%all%,%all%,0.3321282913647101
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.7391155098760802
