Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,98189,84105,0.5502623923319354
STATEN ISLAND,Staten Island,F,Female,112195,97283,0.5761634367419888
QUEENS,Queens,M,Male,545141,447600,0.6237047837127082
QUEENS,Queens,F,Female,611715,508889,0.6472336751350696
MANHATTAN,Manhattan,M,Male,439168,381055,0.6769932793887432
MANHATTAN,Manhattan,F,Female,504845,441507,0.6868175311941368
BROOKLYN,Brooklyn,M,Male,484738,399387,0.5279923606300088
BROOKLYN,Brooklyn,F,Female,572657,479258,0.5368179056929648
THE BRONX,Bronx,M,Male,246230,200594,0.5033863004073998
THE BRONX,Bronx,F,Female,300353,247932,0.5155148604753302
%all%,%all%,M,Male,1813466,1512741,0.5834071063221158
%all%,%all%,F,Female,2101765,1774869,0.5963656645608562
