Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3954052268433321
Latino,Latino,STATEN ISLAND,Staten Island,0.3025169016980311
Black,Black,STATEN ISLAND,Staten Island,0.2637822816309808
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6160478672126378
White,White,QUEENS,Queens,0.3853163505279371
Latino,Latino,QUEENS,Queens,0.326212546085778
Black,Black,QUEENS,Queens,0.2389478466494625
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.567876709101891
White,White,MANHATTAN,Manhattan,0.5402799796339298
Latino,Latino,MANHATTAN,Manhattan,0.3594697374388728
Black,Black,MANHATTAN,Manhattan,0.3258521663118386
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5913758185120972
White,White,BROOKLYN,Brooklyn,0.3895600564668573
Latino,Latino,BROOKLYN,Brooklyn,0.2899520150448152
Black,Black,BROOKLYN,Brooklyn,0.2440536468979657
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5722112117598164
White,White,THE BRONX,Bronx,0.3916582194906459
Latino,Latino,THE BRONX,Bronx,0.2636266684820127
Black,Black,THE BRONX,Bronx,0.2537729314405849
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4643223086135084
White,White,%all%,%all%,0.4354856551675183
Latino,Latino,%all%,%all%,0.3040191475720295
Black,Black,%all%,%all%,0.2548743632933689
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5704216109052208
