Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,328991,0.1059808668698935,0.1059808668698935
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,4814,0.0015507776599107,0.0015507776599107
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9115,0.0029362979580568,0.0029362979580568
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,413886,0.1333288663377197,0.1333288663377197
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,639321,0.2059502958686626,0.2059502958686626
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,655829,0.211268168242947,0.211268168242947
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1052293,0.3389847270628098,0.3389847270628098
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,62032,0.108192392417184,0.108192392417184
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,806,0.0014057755398544,0.0014057755398544
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1393,0.0024295847729742,0.0024295847729742
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,44766,0.0780780990286893,0.0780780990286893
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,67093,0.1170194767933667,0.1170194767933667
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,75095,0.1309760721654699,0.1309760721654699
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,322164,0.5618985992824614,0.5618985992824614
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,242651,0.1043430435964209,0.1043430435964209
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,3806,0.0016366288370045,0.0016366288370045
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,6759,0.0029064567286688,0.0029064567286688
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,286113,0.1230322612826767,0.1230322612826767
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,496625,0.213555122484855,0.213555122484855
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,524202,0.2254135863414164,0.2254135863414164
18 to 64 years,18 to 64 years,White,White,NYC,NYC,765356,0.3291129007289578,0.3291129007289578
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,44614,0.1050534639103888,0.1050534639103888
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,664,0.0015635338691106,0.0015635338691106
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1039,0.0024465537500088,0.0024465537500088
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,35682,0.084021107707233,0.084021107707233
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,56664,0.1334278360832535,0.1334278360832535
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,61609,0.1450719249126988,0.1450719249126988
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,224407,0.5284155797673066,0.5284155797673066
65+ years,65+ years,Other,Other,NYC,NYC,83635,0.1102129672701684,0.1102129672701684
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,964,0.0012703449566383,0.0012703449566383
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2173,0.002863547293335,0.002863547293335
65+ years,65+ years,Black,Black,NYC,NYC,125632,0.1655559933530913,0.1655559933530913
65+ years,65+ years,Latino,Latino,NYC,NYC,138642,0.1827003791268092,0.1827003791268092
65+ years,65+ years,Asian,Asian,NYC,NYC,125969,0.1660000869738249,0.1660000869738249
65+ years,65+ years,White,White,NYC,NYC,281834,0.371396681026133,0.371396681026133
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17112,0.1177782366301879,0.1177782366301879
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,135,0.0009291761304976,0.0009291761304976
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,344,0.002367678436231,0.002367678436231
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,8908,0.0613118590405396,0.0613118590405396
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9896,0.0681120517585519,0.0681120517585519
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12931,0.0890013077293689,0.0890013077293689
65+ years,65+ years,White,White,Non- NYC,Non- NYC,95964,0.6604996902746232,0.6604996902746232
