Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,89690,68079,0.3815225066714788
STATEN ISLAND,Staten Island,F,Female,103656,80917,0.4155391667262489
QUEENS,Queens,M,Male,481029,328590,0.3759452231260514
QUEENS,Queens,F,Female,549620,387444,0.4099405834890953
MANHATTAN,Manhattan,M,Male,404666,297428,0.4584959676070094
MANHATTAN,Manhattan,F,Female,469747,355823,0.4840802115542222
BROOKLYN,Brooklyn,M,Male,430854,290801,0.3167498864614847
BROOKLYN,Brooklyn,F,Female,517695,363406,0.3406626441940944
THE BRONX,Bronx,M,Male,214368,156619,0.3201878689985239
THE BRONX,Bronx,F,Female,266515,200963,0.3449255139975421
%all%,%all%,M,Male,1620607,1141517,0.367235520151744
%all%,%all%,F,Female,1907233,1388553,0.3939952052788825
