Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5700,4989,0.5037867312935476
STATEN ISLAND,Staten Island,75to84,75 to 84,16650,14749,0.648621311403316
STATEN ISLAND,Staten Island,65to74,65 to 74,35706,31359,0.6720889860477078
STATEN ISLAND,Staten Island,55to64,55 to 64,42550,34378,0.5198548313927114
STATEN ISLAND,Staten Island,45to54,45 to 54,32988,24546,0.3825032724552765
STATEN ISLAND,Staten Island,35to44,35 to 44,25865,18325,0.309679926994964
STATEN ISLAND,Staten Island,25to34,25 to 34,22186,14825,0.229067198195275
STATEN ISLAND,Staten Island,18to24,18 to 24,12505,6490,0.163591210742367
STATEN ISLAND,Staten Island,%all%,%all%,194150,149661,0.4010552264420011
QUEENS,Queens,85andUp,85+,27379,23317,0.4516593041700376
QUEENS,Queens,75to84,75 to 84,71901,61797,0.563091831059169
QUEENS,Queens,65to74,65 to 74,153675,130281,0.6241739178698422
QUEENS,Queens,55to64,55 to 64,204798,153326,0.5080661915007167
QUEENS,Queens,45to54,45 to 54,182550,122197,0.4053697620715818
QUEENS,Queens,35to44,35 to 44,171007,107551,0.3485022161519711
QUEENS,Queens,25to34,25 to 34,166347,98447,0.2715793278967488
QUEENS,Queens,18to24,18 to 24,68813,30026,0.1718461535633931
QUEENS,Queens,%all%,%all%,1046470,726942,0.39960328083534
MANHATTAN,Manhattan,85andUp,85+,24488,21936,0.5508011717431404
MANHATTAN,Manhattan,75to84,75 to 84,63833,58133,0.6788218752071284
MANHATTAN,Manhattan,65to74,65 to 74,115093,103986,0.7035259387971926
MANHATTAN,Manhattan,55to64,55 to 64,131586,108303,0.5955821202771197
MANHATTAN,Manhattan,45to54,45 to 54,125127,94702,0.4902591557151036
MANHATTAN,Manhattan,35to44,35 to 44,140272,99691,0.4298012475017036
MANHATTAN,Manhattan,25to34,25 to 34,208118,134673,0.3745729724380225
MANHATTAN,Manhattan,18to24,18 to 24,74587,38915,0.2702667831079842
MANHATTAN,Manhattan,%all%,%all%,883104,660339,0.4772086167576484
BROOKLYN,Brooklyn,85andUp,85+,22031,18050,0.3540604158493527
BROOKLYN,Brooklyn,75to84,75 to 84,61103,51087,0.4789660700724726
BROOKLYN,Brooklyn,65to74,65 to 74,133247,111038,0.5281412460819148
BROOKLYN,Brooklyn,55to64,55 to 64,159144,118269,0.4139114914168723
BROOKLYN,Brooklyn,45to54,45 to 54,149168,101782,0.3445961959060962
BROOKLYN,Brooklyn,35to44,35 to 44,170607,111559,0.3116295050644439
BROOKLYN,Brooklyn,25to34,25 to 34,205685,124635,0.2651577202839752
BROOKLYN,Brooklyn,18to24,18 to 24,62060,27753,0.1335384494014751
BROOKLYN,Brooklyn,%all%,%all%,963045,664173,0.334622978337513
THE BRONX,Bronx,85andUp,85+,12850,11027,0.4144837251555765
THE BRONX,Bronx,75to84,75 to 84,36672,31958,0.5520408693471552
THE BRONX,Bronx,65to74,65 to 74,77232,66207,0.6283847800916612
THE BRONX,Bronx,55to64,55 to 64,107660,84823,0.5190110826869364
THE BRONX,Bronx,45to54,45 to 54,89597,64945,0.373384449383316
THE BRONX,Bronx,35to44,35 to 44,71305,48029,0.2680338893450996
THE BRONX,Bronx,25to34,25 to 34,58195,37296,0.1643694745632011
THE BRONX,Bronx,18to24,18 to 24,29423,14730,0.106386380448301
THE BRONX,Bronx,%all%,%all%,482934,359015,0.3349725337686949
%all%,%all%,85andUp,85+,92448,79319,0.4432764421196169
%all%,%all%,75to84,75 to 84,250159,217724,0.568953386350763
%all%,%all%,65to74,65 to 74,514953,442871,0.616129772744663
%all%,%all%,55to64,55 to 64,645738,499099,0.4996364005343242
%all%,%all%,45to54,45 to 54,579430,408172,0.3970208746925114
%all%,%all%,35to44,35 to 44,579056,385155,0.338774709606599
%all%,%all%,25to34,25 to 34,660531,409876,0.2762527979057747
%all%,%all%,18to24,18 to 24,247388,117914,0.1673320306402132
%all%,%all%,%all%,%all%,3569703,2560130,0.3859864003595124
