Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4076119971390098
Latino,Latino,STATEN ISLAND,Staten Island,0.3272373675754659
Black,Black,STATEN ISLAND,Staten Island,0.2820922255590906
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.655601619846681
White,White,QUEENS,Queens,0.4136803786840893
Latino,Latino,QUEENS,Queens,0.3733678256916242
Black,Black,QUEENS,Queens,0.2624716487902943
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6235136751205406
White,White,MANHATTAN,Manhattan,0.5664773560126386
Latino,Latino,MANHATTAN,Manhattan,0.3903486817053166
Black,Black,MANHATTAN,Manhattan,0.3455002796654204
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6364001763083946
White,White,BROOKLYN,Brooklyn,0.4174807571441344
Latino,Latino,BROOKLYN,Brooklyn,0.3255784632235922
Black,Black,BROOKLYN,Brooklyn,0.2657258409599511
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.635790235288685
White,White,THE BRONX,Bronx,0.414244063272242
Latino,Latino,THE BRONX,Bronx,0.2878044713831707
Black,Black,THE BRONX,Bronx,0.2699887161762969
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4965009041395456
White,White,%all%,%all%,0.4610814294175722
Latino,Latino,%all%,%all%,0.3377616501263967
Black,Black,%all%,%all%,0.2754663710457372
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6244573120207833
