Borough-value,Borough-alias,Demographic -value,Demographic -alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,0.4010905786125417
STATEN ISLAND,Staten Island,75to84,75 to 84,0.5127314305818198
STATEN ISLAND,Staten Island,65to74,65 to 74,0.5149917486444202
STATEN ISLAND,Staten Island,55to64,55 to 64,0.2822470890669893
STATEN ISLAND,Staten Island,45to54,45 to 54,0.2042012092501402
STATEN ISLAND,Staten Island,35to44,35 to 44,0.1669652212120188
STATEN ISLAND,Staten Island,25to34,25 to 34,0.1232404703410127
STATEN ISLAND,Staten Island,18to24,18 to 24,0.0678815301277649
STATEN ISLAND,Staten Island,%all%,%all%,0.2464787594475674
QUEENS,Queens,85andUp,85+,0.3077179614034918
QUEENS,Queens,75to84,75 to 84,0.3844336189845193
QUEENS,Queens,65to74,65 to 74,0.4092887959848539
QUEENS,Queens,55to64,55 to 64,0.2325839451980441
QUEENS,Queens,45to54,45 to 54,0.1838572822842891
QUEENS,Queens,35to44,35 to 44,0.1600794644618802
QUEENS,Queens,25to34,25 to 34,0.1267454794987773
QUEENS,Queens,18to24,18 to 24,0.0714318205097152
QUEENS,Queens,%all%,%all%,0.207208908410517
MANHATTAN,Manhattan,85andUp,85+,0.4547825867346718
MANHATTAN,Manhattan,75to84,75 to 84,0.5770914264636522
MANHATTAN,Manhattan,65to74,65 to 74,0.5747092339071252
MANHATTAN,Manhattan,55to64,55 to 64,0.3094576572611502
MANHATTAN,Manhattan,45to54,45 to 54,0.2304221137978001
MANHATTAN,Manhattan,35to44,35 to 44,0.2010375276705464
MANHATTAN,Manhattan,25to34,25 to 34,0.1713396064623161
MANHATTAN,Manhattan,18to24,18 to 24,0.1011824942335917
MANHATTAN,Manhattan,%all%,%all%,0.2717709861939826
BROOKLYN,Brooklyn,85andUp,85+,0.2478815221655551
BROOKLYN,Brooklyn,75to84,75 to 84,0.3373772981689652
BROOKLYN,Brooklyn,65to74,65 to 74,0.3605018954257692
BROOKLYN,Brooklyn,55to64,55 to 64,0.1941344252541691
BROOKLYN,Brooklyn,45to54,45 to 54,0.1568596250076177
BROOKLYN,Brooklyn,35to44,35 to 44,0.1394803148726487
BROOKLYN,Brooklyn,25to34,25 to 34,0.1161239125948588
BROOKLYN,Brooklyn,18to24,18 to 24,0.0534480991587067
BROOKLYN,Brooklyn,%all%,%all%,0.1722254878094946
THE BRONX,Bronx,85andUp,85+,0.296419575276764
THE BRONX,Bronx,75to84,75 to 84,0.4013602102534937
THE BRONX,Bronx,65to74,65 to 74,0.4437996576239067
THE BRONX,Bronx,55to64,55 to 64,0.2791130889952877
THE BRONX,Bronx,45to54,45 to 54,0.1977911342233308
THE BRONX,Bronx,35to44,35 to 44,0.1427925446433001
THE BRONX,Bronx,25to34,25 to 34,0.0883371339592665
THE BRONX,Bronx,18to24,18 to 24,0.0430745670735687
THE BRONX,Bronx,%all%,%all%,0.1954646351526788
%all%,%all%,85andUp,85+,0.3268897606992366
%all%,%all%,75to84,75 to 84,0.4246166511185514
%all%,%all%,65to74,65 to 74,0.440954653273882
%all%,%all%,55to64,55 to 64,0.2464801098731086
%all%,%all%,45to54,45 to 54,0.1884772397666735
%all%,%all%,35to44,35 to 44,0.1595831141712683
%all%,%all%,25to34,25 to 34,0.1281600917706354
%all%,%all%,18to24,18 to 24,0.0664352749836456
%all%,%all%,%all%,%all%,0.2105210682749685
