Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5984,5421,0.5474098757952136
STATEN ISLAND,Staten Island,75to84,75 to 84,17216,15784,0.6941378248823608
STATEN ISLAND,Staten Island,65to74,65 to 74,37061,33911,0.7267836858912536
STATEN ISLAND,Staten Island,55to64,55 to 64,45453,40111,0.6065477090579162
STATEN ISLAND,Staten Island,45to54,45 to 54,36257,30913,0.4817209998130026
STATEN ISLAND,Staten Island,35to44,35 to 44,29037,24103,0.4073241626389969
STATEN ISLAND,Staten Island,25to34,25 to 34,24986,20487,0.3165530987808835
STATEN ISLAND,Staten Island,18to24,18 to 24,15202,11396,0.2872550751340546
STATEN ISLAND,Staten Island,<18,<18,4642,2103,0.0204224441310436
STATEN ISLAND,Staten Island,%all%,%all%,215838,184229,0.3869194758717442
QUEENS,Queens,85andUp,85+,28994,25662,0.4970828607287174
QUEENS,Queens,75to84,75 to 84,75513,67997,0.6195859869658772
QUEENS,Queens,65to74,65 to 74,162286,145652,0.6978161012394614
QUEENS,Queens,55to64,55 to 64,223952,191693,0.6352003733701194
QUEENS,Queens,45to54,45 to 54,206470,169331,0.5617295611295124
QUEENS,Queens,35to44,35 to 44,197547,157445,0.5101759297639918
QUEENS,Queens,25to34,25 to 34,193535,152195,0.4198504353534967
QUEENS,Queens,18to24,18 to 24,85637,61513,0.3520539680325384
QUEENS,Queens,<18,<18,25672,10906,0.0242802854222337
QUEENS,Queens,%all%,%all%,1199606,982394,0.4330912602078494
MANHATTAN,Manhattan,85andUp,85+,25317,23238,0.5834936920572164
MANHATTAN,Manhattan,75to84,75 to 84,65476,61217,0.714833893563979
MANHATTAN,Manhattan,65to74,65 to 74,118958,110756,0.7493289373321588
MANHATTAN,Manhattan,55to64,55 to 64,140172,124962,0.6871936411186156
MANHATTAN,Manhattan,45to54,45 to 54,135911,118084,0.6113045357380233
MANHATTAN,Manhattan,35to44,35 to 44,154100,131866,0.5685184349947302
MANHATTAN,Manhattan,25to34,25 to 34,227980,193097,0.537070661965389
MANHATTAN,Manhattan,18to24,18 to 24,85380,67312,0.467485486433628
MANHATTAN,Manhattan,<18,<18,24653,8211,0.0360658536779177
MANHATTAN,Manhattan,%all%,%all%,977947,838743,0.520499255240886
BROOKLYN,Brooklyn,85andUp,85+,23386,20239,0.3969988230678698
BROOKLYN,Brooklyn,75to84,75 to 84,64856,57230,0.5365597547369704
BROOKLYN,Brooklyn,65to74,65 to 74,141988,125643,0.5976084816141324
BROOKLYN,Brooklyn,55to64,55 to 64,175682,148385,0.5193098500358724
BROOKLYN,Brooklyn,45to54,45 to 54,168289,138285,0.468181848960273
BROOKLYN,Brooklyn,35to44,35 to 44,191919,157793,0.4407798070315599
BROOKLYN,Brooklyn,25to34,25 to 34,229481,189219,0.4025585002159386
BROOKLYN,Brooklyn,18to24,18 to 24,76347,55236,0.2657777462306735
BROOKLYN,Brooklyn,<18,<18,21888,8125,0.0141288814378029
BROOKLYN,Brooklyn,%all%,%all%,1093836,900155,0.3516363705968547
THE BRONX,Bronx,85andUp,85+,13482,11982,0.4503803386972084
THE BRONX,Bronx,75to84,75 to 84,38551,34741,0.600114270041602
THE BRONX,Bronx,65to74,65 to 74,81903,73224,0.694984626058148
THE BRONX,Bronx,55to64,55 to 64,118572,101218,0.6193280568643684
THE BRONX,Bronx,45to54,45 to 54,102709,83723,0.4813436947527812
THE BRONX,Bronx,35to44,35 to 44,84627,66057,0.3686421667840105
THE BRONX,Bronx,25to34,25 to 34,70427,53255,0.2347033560666902
THE BRONX,Bronx,18to24,18 to 24,38572,26135,0.1887581841830513
THE BRONX,Bronx,<18,<18,11036,4122,0.0118025638481014
THE BRONX,Bronx,%all%,%all%,559879,454457,0.3198102846442021
%all%,%all%,85andUp,85+,97163,86542,0.4836423789245438
%all%,%all%,75to84,75 to 84,261612,236969,0.61924415778763
%all%,%all%,65to74,65 to 74,542196,489186,0.6805639994713376
%all%,%all%,55to64,55 to 64,703831,606369,0.6070219025796438
%all%,%all%,45to54,45 to 54,649636,540336,0.5255741975144128
%all%,%all%,35to44,35 to 44,657230,537264,0.4725667733304248
%all%,%all%,25to34,25 to 34,746409,608253,0.4099571409025685
%all%,%all%,18to24,18 to 24,301138,221592,0.314461720691573
%all%,%all%,<18,<18,87891,33467,0.0196388501256323
%all%,%all%,%all%,%all%,4047106,3359978,0.4030288778079212
