Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-03-10,3/10,2751360,2751360
2021-03-11,3/11,2835970,2835970
2021-03-12,3/12,2920638,2920638
2021-03-13,3/13,2992177,2992177
2021-03-14,3/14,3042752,3042752
2021-03-15,3/15,3096847,3096847
2021-03-16,3/16,3159144,3159144
2021-03-17,3/17,3229115,3229115
2021-03-18,3/18,3309968,3309968
2021-03-19,3/19,3391199,3391199
2021-03-20,3/20,3458744,3458744
2021-03-21,3/21,3507134,3507134
2021-03-22,3/22,3570051,3570051
2021-03-23,3/23,3643612,3643612
2021-03-24,3/24,3725564,3725564
2021-03-25,3/25,3822206,3822206
2021-03-26,3/26,3917698,3917698
2021-03-27,3/27,3999632,3999632
2021-03-28,3/28,4060035,4060035
2021-03-29,3/29,4134706,4134706
2021-03-30,3/30,4218974,4218974
2021-03-31,3/31,4318620,4318620
2021-04-01,4/1,4432403,4432403
2021-04-02,4/2,4539659,4539659
2021-04-03,4/3,4625968,4625968
2021-04-04,4/4,4678155,4678155
2021-04-05,4/5,4762378,4762378
2021-04-06,4/6,4859640,4859640
2021-04-07,4/7,4964330,4964330
2021-04-08,4/8,5080319,5080319
2021-04-09,4/9,5193866,5193866
2021-04-10,4/10,5287662,5287662
2021-04-11,4/11,5357372,5357372
2021-04-12,4/12,5443511,5443511
2021-04-13,4/13,5526819,5526819
2021-04-14,4/14,5613637,5613637
2021-04-15,4/15,5705941,5705941
2021-04-16,4/16,5795872,5795872
2021-04-17,4/17,5869700,5869700
2021-04-18,4/18,5909170,5909170
2021-04-19,4/19,5970614,5970614
2021-04-20,4/20,6037355,6037355
2021-04-21,4/21,6107877,6107877
2021-04-22,4/22,6181491,6181491
2021-04-23,4/23,6251675,6251675
2021-04-24,4/24,6313207,6313207
2021-04-25,4/25,6351569,6351569
2021-04-26,4/26,6403450,6403450
2021-04-27,4/27,6464746,6464746
2021-04-28,4/28,6531841,6531841
2021-04-29,4/29,6601461,6601461
2021-04-30,4/30,6669826,6669826
2021-05-01,5/1,6735924,6735924
2021-05-02,5/2,6785106,6785106
2021-05-03,5/3,6856436,6856436
2021-05-04,5/4,6932780,6932780
2021-05-05,5/5,6999242,6999242
2021-05-06,5/6,7067823,7067823
2021-05-07,5/7,7139342,7139342
2021-05-08,5/8,7192438,7192438
2021-05-09,5/9,7216750,7216750
2021-05-10,5/10,7256559,7256559
2021-05-11,5/11,7302639,7302639
2021-05-12,5/12,7346326,7346326
2021-05-13,5/13,7387341,7387341
2021-05-14,5/14,7418990,7418990
