Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,356243,0.1029284848947133,0.1029284848947133
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5389,0.0015570315910702,0.0015570315910702
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,10087,0.0029144141137734,0.0029144141137734
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,470637,0.1359800847887346,0.1359800847887346
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,755432,0.2182652605131414,0.2182652605131414
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,734732,0.2122844562943342,0.2122844562943342
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1128553,0.326070267804233,0.326070267804233
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,64340,0.1059408549035105,0.1059408549035105
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,859,0.0014144108542449,0.0014144108542449
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1515,0.0024945662912468,0.0024945662912468
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,48847,0.0804304155963907,0.0804304155963907
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,74279,0.1223061977211355,0.1223061977211355
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,80197,0.1320506487518936,0.1320506487518936
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,337283,0.5553629058815782,0.5553629058815782
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,264918,0.1006999865058263,0.1006999865058263
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4306,0.0016367862579896,0.0016367862579896
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7542,0.0028668467156892,0.0028668467156892
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,331885,0.1261553198404266,0.1261553198404266
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,599353,0.2278246061506824,0.2278246061506824
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,593890,0.2257480238637811,0.2257480238637811
18 to 64 years,18 to 64 years,White,White,NYC,NYC,828871,0.3150684306656049,0.3150684306656049
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,46556,0.102609312771505,0.102609312771505
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,713,0.0015714502965479,0.0015714502965479
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1125,0.0024794973122249,0.0024794973122249
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,39247,0.0865002942336811,0.0865002942336811
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,63245,0.1393918288992575,0.1393918288992575
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,66226,0.1459619457772508,0.1459619457772508
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,236609,0.521485670709533,0.521485670709533
65+ years,65+ years,Other,Other,NYC,NYC,87325,0.1089436736567772,0.1089436736567772
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1017,0.001268774304139,0.001268774304139
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2282,0.0028469448987663,0.0028469448987663
65+ years,65+ years,Black,Black,NYC,NYC,135369,0.1688817195447383,0.1688817195447383
65+ years,65+ years,Latino,Latino,NYC,NYC,149601,0.1866370744085603,0.1866370744085603
65+ years,65+ years,Asian,Asian,NYC,NYC,132917,0.1658226884791052,0.1658226884791052
65+ years,65+ years,White,White,NYC,NYC,293050,0.3655991247079137,0.3655991247079137
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17403,0.1167908194080934,0.1167908194080934
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,136,0.0009126904234615,0.0009126904234615
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,378,0.0025367425005033,0.0025367425005033
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9331,0.0626199583920542,0.0626199583920542
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10306,0.0691631434131937,0.0691631434131937
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13220,0.0887188779276559,0.0887188779276559
65+ years,65+ years,White,White,Non- NYC,Non- NYC,98236,0.659257767935038,0.659257767935038
