Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2115,2115
2020-12-16,12/16,6624,6624
2020-12-17,12/17,11117,11117
2020-12-18,12/18,16899,16899
2020-12-19,12/19,18584,18584
2020-12-20,12/20,19688,19688
2020-12-21,12/21,25960,25960
2020-12-22,12/22,35676,35676
2020-12-23,12/23,49901,49901
2020-12-24,12/24,57136,57136
2020-12-25,12/25,57315,57315
2020-12-26,12/26,61663,61663
2020-12-27,12/27,65500,65500
2020-12-28,12/28,76445,76445
2020-12-29,12/29,87117,87117
2020-12-30,12/30,99912,99912
2020-12-31,12/31,107146,107146
2021-01-01,1/1,107310,107310
2021-01-02,1/2,111115,111115
2021-01-03,1/3,114656,114656
2021-01-04,1/4,127620,127620
2021-01-05,1/5,143640,143640
2021-01-06,1/6,165146,165146
2021-01-07,1/7,186577,186577
2021-01-08,1/8,208366,208366
2021-01-09,1/9,217451,217451
2021-01-10,1/10,226228,226228
2021-01-11,1/11,259133,259133
2021-01-12,1/12,294755,294755
2021-01-13,1/13,335555,335555
2021-01-14,1/14,376267,376267
2021-01-15,1/15,408625,408625
2021-01-16,1/16,440912,440912
2021-01-17,1/17,466158,466158
2021-01-18,1/18,495235,495235
2021-01-19,1/19,538448,538448
2021-01-20,1/20,582284,582284
2021-01-21,1/21,615345,615345
2021-01-22,1/22,643836,643836
2021-01-23,1/23,662325,662325
2021-01-24,1/24,672665,672665
2021-01-25,1/25,696685,696685
2021-01-26,1/26,723546,723546
2021-01-27,1/27,756005,756005
2021-01-28,1/28,797829,797829
2021-01-29,1/29,840408,840408
2021-01-30,1/30,862339,862339
2021-01-31,1/31,877949,877949
2021-02-01,2/1,884273,884273
2021-02-02,2/2,896224,896224
2021-02-03,2/3,932797,932797
2021-02-04,2/4,978524,978524
2021-02-05,2/5,1025085,1025085
2021-02-06,2/6,1058741,1058741
2021-02-07,2/7,1078754,1078754
2021-02-08,2/8,1118380,1118380
2021-02-09,2/9,1162980,1162980
2021-02-10,2/10,1210830,1210830
2021-02-11,2/11,1271184,1271184
2021-02-12,2/12,1338980,1338980
2021-02-13,2/13,1391153,1391153
2021-02-14,2/14,1430605,1430605
2021-02-15,2/15,1453117,1453117
2021-02-16,2/16,1493065,1493065
2021-02-17,2/17,1530436,1530436
2021-02-18,2/18,1566432,1566432
2021-02-19,2/19,1602780,1602780
2021-02-20,2/20,1639718,1639718
2021-02-21,2/21,1663329,1663329
2021-02-22,2/22,1687488,1687488
2021-02-23,2/23,1726052,1726052
2021-02-24,2/24,1781635,1781635
2021-02-25,2/25,1865149,1865149
2021-02-26,2/26,1958242,1958242
2021-02-27,2/27,2031324,2031324
2021-02-28,2/28,2089182,2089182
2021-03-01,3/1,2139805,2139805
2021-03-02,3/2,2198001,2198001
2021-03-03,3/3,2261251,2261251
2021-03-04,3/4,2343169,2343169
2021-03-05,3/5,2429282,2429282
2021-03-06,3/6,2499462,2499462
2021-03-07,3/7,2555764,2555764
2021-03-08,3/8,2617449,2617449
2021-03-09,3/9,2675523,2675523
2021-03-10,3/10,2745682,2745682
2021-03-11,3/11,2829510,2829510
2021-03-12,3/12,2913609,2913609
2021-03-13,3/13,2984602,2984602
2021-03-14,3/14,3034404,3034404
2021-03-15,3/15,3088251,3088251
2021-03-16,3/16,3150208,3150208
2021-03-17,3/17,3220004,3220004
2021-03-18,3/18,3300571,3300571
2021-03-19,3/19,3381445,3381445
2021-03-20,3/20,3448367,3448367
2021-03-21,3/21,3496481,3496481
2021-03-22,3/22,3559203,3559203
2021-03-23,3/23,3632499,3632499
2021-03-24,3/24,3714067,3714067
2021-03-25,3/25,3810055,3810055
2021-03-26,3/26,3905037,3905037
2021-03-27,3/27,3986600,3986600
2021-03-28,3/28,4046883,4046883
2021-03-29,3/29,4121254,4121254
2021-03-30,3/30,4204532,4204532
2021-03-31,3/31,4303000,4303000
2021-04-01,4/1,4414197,4414197
2021-04-02,4/2,4520106,4520106
2021-04-03,4/3,4604885,4604885
2021-04-04,4/4,4656548,4656548
2021-04-05,4/5,4739726,4739726
2021-04-06,4/6,4835138,4835138
2021-04-07,4/7,4937096,4937096
2021-04-08,4/8,5051079,5051079
2021-04-09,4/9,5163125,5163125
2021-04-10,4/10,5255638,5255638
2021-04-11,4/11,5318014,5318014
2021-04-12,4/12,5395137,5395137
2021-04-13,4/13,5469145,5469145
2021-04-14,4/14,5548131,5548131
2021-04-15,4/15,5632557,5632557
2021-04-16,4/16,5714644,5714644
2021-04-17,4/17,5778725,5778725
2021-04-18,4/18,5813564,5813564
2021-04-19,4/19,5843222,5843222
