Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,259758,0.1076830918915782,0.1076830918915782
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,3819,0.0015831725218624,0.0015831725218624
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,7115,0.0029495345622024,0.0029495345622024
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,325361,0.1348789198443773,0.1348789198443773
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,470981,0.1952459223669238,0.1952459223669238
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,480144,0.1990444585852598,0.1990444585852598
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,865067,0.3586149002277961,0.3586149002277961
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,56317,0.1111040965899563,0.1111040965899563
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,739,0.0014579243812699,0.0014579243812699
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1244,0.0024542055890389,0.0024542055890389
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,38289,0.0755378438896397,0.0755378438896397
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,53789,0.1061167720488868,0.1061167720488868
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,63799,0.1258648411375361,0.1258648411375361
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,292708,0.5774643163636722,0.5774643163636722
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,184786,0.1074494010463155,0.1074494010463155
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,2938,0.0017083888404645,0.0017083888404645
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,5078,0.0029527564778348,0.0029527564778348
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,214488,0.1247205260767705,0.1247205260767705
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,347999,0.2023545296435701,0.2023545296435701
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,365115,0.2123071448217153,0.2123071448217153
18 to 64 years,18 to 64 years,White,White,NYC,NYC,599345,0.3485072530933293,0.3485072530933293
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,39628,0.1084628859207357,0.1084628859207357
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,605,0.001655901029122,0.001655901029122
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,898,0.002457849791986,0.002457849791986
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,30020,0.0821655353623823,0.0821655353623823
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,44423,0.1215869279614627,0.1215869279614627
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,51159,0.140023538427852,0.140023538427852
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,198627,0.5436473615064594,0.5436473615064594
65+ years,65+ years,Other,Other,NYC,NYC,74309,0.10803239125378,0.10803239125378
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,873,0.0012691905094208,0.0012691905094208
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,1993,0.0028974761572459,0.0028974761572459
65+ years,65+ years,Black,Black,NYC,NYC,110412,0.160519888346127,0.160519888346127
65+ years,65+ years,Latino,Latino,NYC,NYC,122158,0.1775965340776925,0.1775965340776925
65+ years,65+ years,Asian,Asian,NYC,NYC,114024,0.1657711095603629,0.1657711095603629
65+ years,65+ years,White,White,NYC,NYC,264071,0.383913410095371,0.383913410095371
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,16552,0.1182226602955567,0.1182226602955567
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,132,0.000942810002357,0.000942810002357
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,343,0.0024498775061247,0.0024498775061247
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,8218,0.0586970651467427,0.0586970651467427
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9183,0.0655895776639739,0.0655895776639739
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12429,0.0887741327219353,0.0887741327219353
65+ years,65+ years,White,White,Non- NYC,Non- NYC,93150,0.6653238766633098,0.6653238766633098
