Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,132921,0.1107199826741024,0.1107199826741024
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,2020,0.0016826112126879,0.0016826112126879
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,3498,0.0029137495158328,0.0029137495158328
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,154295,0.1285240084463751,0.1285240084463751
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,232562,0.1937185291312479,0.1937185291312479
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,244414,0.2035909588801473,0.2035909588801473
18 to 64 years,18 to 64 years,White,White,NYC,NYC,430805,0.3588501601396068,0.3588501601396068
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,34053,0.1148475916170331,0.1148475916170331
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,529,0.0017841122945236,0.0017841122945236
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,754,0.0025429502269769,0.0025429502269769
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,23353,0.0787606321625869,0.0787606321625869
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,32904,0.1109724592419715,0.1109724592419715
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,39517,0.1332755492300324,0.1332755492300324
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,165396,0.5578167052268758,0.5578167052268758
65+ years,65+ years,Other,Other,NYC,NYC,65669,0.1123186360783147,0.1123186360783147
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,790,0.0013511964930465,0.0013511964930465
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,1576,0.0026955514848623,0.0026955514848623
65+ years,65+ years,Black,Black,NYC,NYC,91570,0.1566190669218547,0.1566190669218547
65+ years,65+ years,Latino,Latino,NYC,NYC,98123,0.1678271563129097,0.1678271563129097
65+ years,65+ years,Asian,Asian,NYC,NYC,93607,0.1601031014235454,0.1601031014235454
65+ years,65+ years,White,White,NYC,NYC,233332,0.3990852912854668,0.3990852912854668
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,15603,0.1245251396648045,0.1245251396648045
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,128,0.0010215482841181,0.0010215482841181
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,289,0.0023064644852354,0.0023064644852354
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,6751,0.053878691141261,0.053878691141261
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,7669,0.0612051077414206,0.0612051077414206
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,10861,0.0866799680766161,0.0866799680766161
65+ years,65+ years,White,White,Non- NYC,Non- NYC,83999,0.6703830806065444,0.6703830806065444
%all%,All,Other,Other,NYC,NYC,198590,0.1112435594802099,0.1112435594802099
%all%,All,NH/PI,NH/PI,NYC,NYC,2810,0.0015740691985467,0.0015740691985467
%all%,All,AI/AN,AI/AN,NYC,NYC,5074,0.0028422872289772,0.0028422872289772
%all%,All,Black,Black,NYC,NYC,245865,0.1377254532030908,0.1377254532030908
%all%,All,Latino,Latino,NYC,NYC,330685,0.1852388159862692,0.1852388159862692
%all%,All,Asian,Asian,NYC,NYC,338021,0.1893482009117278,0.1893482009117278
%all%,All,White,White,NYC,NYC,664137,0.3720276139911785,0.3720276139911785
%all%,All,Other,Other,Non- NYC,Non- NYC,49656,0.1177223652579622,0.1177223652579622
%all%,All,NH/PI,NH/PI,Non- NYC,Non- NYC,657,0.001557588085518,0.001557588085518
%all%,All,AI/AN,AI/AN,Non- NYC,Non- NYC,1043,0.0024727007202363,0.0024727007202363
%all%,All,Black,Black,Non- NYC,Non- NYC,30104,0.0713693024755456,0.0713693024755456
%all%,All,Latino,Latino,Non- NYC,Non- NYC,40573,0.0961887692446291,0.0961887692446291
%all%,All,Asian,Asian,Non- NYC,Non- NYC,50378,0.1194340526213473,0.1194340526213473
%all%,All,White,White,Non- NYC,Non- NYC,249395,0.5912552215947616,0.5912552215947616
