Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,101458,86091,0.3721566593178577
STATEN ISLAND,Staten Island,F,Female,115723,99484,0.4063673089255881
QUEENS,Queens,M,Male,565763,462059,0.4184694834374222
QUEENS,Queens,F,Female,632968,523675,0.4498284267178564
MANHATTAN,Manhattan,M,Male,455251,390132,0.5109049484025918
MANHATTAN,Manhattan,F,Female,521800,450907,0.5318488517859514
BROOKLYN,Brooklyn,M,Male,502573,410799,0.3388888247260752
BROOKLYN,Brooklyn,F,Female,591149,491196,0.3644674035715425
THE BRONX,Bronx,M,Male,255320,206566,0.3096274522907363
THE BRONX,Bronx,F,Female,310558,254691,0.3378416266580469
%all%,%all%,M,Male,1880365,1555647,0.3910191886583827
%all%,%all%,F,Female,2172198,1819953,0.417576006187519
