Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,6018,5451,0.5504392608300516
STATEN ISLAND,Staten Island,75to84,75 to 84,17271,15845,0.6968204406526234
STATEN ISLAND,Staten Island,65to74,65 to 74,37201,34096,0.7307486229880624
STATEN ISLAND,Staten Island,55to64,55 to 64,45721,40489,0.6122637229699078
STATEN ISLAND,Staten Island,45to54,45 to 54,36594,31292,0.4876270024309668
STATEN ISLAND,Staten Island,35to44,35 to 44,29388,24459,0.4133403183830737
STATEN ISLAND,Staten Island,25to34,25 to 34,25289,20836,0.3219456419289544
STATEN ISLAND,Staten Island,18to24,18 to 24,15483,11670,0.2941616994396646
STATEN ISLAND,Staten Island,<18,<18,5034,2182,0.0211896210622621
STATEN ISLAND,Staten Island,%all%,%all%,217999,186320,0.3913110137080664
QUEENS,Queens,85andUp,85+,29112,25866,0.5010344195935238
QUEENS,Queens,75to84,75 to 84,75867,68510,0.6242604227691257
QUEENS,Queens,65to74,65 to 74,163032,146812,0.7033736402875882
QUEENS,Queens,55to64,55 to 64,225801,194480,0.6444354703250552
QUEENS,Queens,45to54,45 to 54,208779,172896,0.5735559005796232
QUEENS,Queens,35to44,35 to 44,200357,161176,0.5222656524858912
QUEENS,Queens,25to34,25 to 34,196394,155905,0.4300849707532239
QUEENS,Queens,18to24,18 to 24,87602,63772,0.3649827784268535
QUEENS,Queens,<18,<18,28955,11465,0.0255248003269677
QUEENS,Queens,%all%,%all%,1215899,1000882,0.4412417489310325
MANHATTAN,Manhattan,85andUp,85+,25418,23394,0.5874107682238798
MANHATTAN,Manhattan,75to84,75 to 84,65671,61502,0.718161852458824
MANHATTAN,Manhattan,65to74,65 to 74,119356,111315,0.7531108983633324
MANHATTAN,Manhattan,55to64,55 to 64,141007,126179,0.6938861929443014
MANHATTAN,Manhattan,45to54,45 to 54,136938,119614,0.619225134122895
MANHATTAN,Manhattan,35to44,35 to 44,155461,133834,0.57700314128801
MANHATTAN,Manhattan,25to34,25 to 34,229834,196033,0.5452367104463616
MANHATTAN,Manhattan,18to24,18 to 24,86453,68765,0.4775766501457158
MANHATTAN,Manhattan,<18,<18,26237,8424,0.0370014311755911
MANHATTAN,Manhattan,%all%,%all%,986375,849060,0.5269016822254574
BROOKLYN,Brooklyn,85andUp,85+,23529,20485,0.4018242448018831
BROOKLYN,Brooklyn,75to84,75 to 84,65236,57750,0.5414350137351048
BROOKLYN,Brooklyn,65to74,65 to 74,142840,126838,0.6032923807213558
BROOKLYN,Brooklyn,55to64,55 to 64,177373,150785,0.5277092410800218
BROOKLYN,Brooklyn,45to54,45 to 54,170381,140902,0.477042042753736
BROOKLYN,Brooklyn,35to44,35 to 44,194269,160656,0.4487773264876281
BROOKLYN,Brooklyn,25to34,25 to 34,232049,192533,0.409608949006576
BROOKLYN,Brooklyn,18to24,18 to 24,78061,56986,0.2741981795695046
BROOKLYN,Brooklyn,<18,<18,24618,8540,0.0148505412281645
BROOKLYN,Brooklyn,%all%,%all%,1108356,915475,0.3576209723571558
THE BRONX,Bronx,85andUp,85+,13540,12103,0.4549284960150488
THE BRONX,Bronx,75to84,75 to 84,38707,35049,0.6054346464030428
THE BRONX,Bronx,65to74,65 to 74,82292,73811,0.7005559684526652
THE BRONX,Bronx,55to64,55 to 64,119476,102666,0.6281880128636927
THE BRONX,Bronx,45to54,45 to 54,103815,85354,0.490720706638903
THE BRONX,Bronx,35to44,35 to 44,86043,67751,0.3780958178812767
THE BRONX,Bronx,25to34,25 to 34,71801,54687,0.241014410538336
THE BRONX,Bronx,18to24,18 to 24,39718,27259,0.1968761944765944
THE BRONX,Bronx,<18,<18,12757,4427,0.0126758734001808
THE BRONX,Bronx,%all%,%all%,568149,463107,0.3258974589250963
%all%,%all%,85andUp,85+,97617,87299,0.487872894522125
%all%,%all%,75to84,75 to 84,262752,238656,0.6236526031715736
%all%,%all%,65to74,65 to 74,544721,492872,0.6856920262383572
%all%,%all%,55to64,55 to 64,709378,614599,0.6152607641610084
%all%,%all%,45to54,45 to 54,656507,550058,0.5350305956597058
%all%,%all%,35to44,35 to 44,665518,547876,0.4819008783487818
%all%,%all%,25to34,25 to 34,755367,619994,0.4178704710321972
%all%,%all%,18to24,18 to 24,307317,228452,0.3241967625881405
%all%,%all%,<18,<18,97601,35038,0.0205607323841965
%all%,%all%,%all%,%all%,4096778,3414844,0.4096100466161126
