Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3269120275229035
Latino,Latino,STATEN ISLAND,Staten Island,0.2333536406507367
Black,Black,STATEN ISLAND,Staten Island,0.2104921555023388
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5170095941536238
White,White,QUEENS,Queens,0.3536720530415766
Latino,Latino,QUEENS,Queens,0.2991053945995174
Black,Black,QUEENS,Queens,0.2182258440140525
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5208159843267413
White,White,MANHATTAN,Manhattan,0.5025234746953434
Latino,Latino,MANHATTAN,Manhattan,0.3282876758082344
Black,Black,MANHATTAN,Manhattan,0.2898048070830223
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5648347876845932
White,White,BROOKLYN,Brooklyn,0.3223970218896212
Latino,Latino,BROOKLYN,Brooklyn,0.2520390589626591
Black,Black,BROOKLYN,Brooklyn,0.2149098242763198
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.505762468155604
White,White,THE BRONX,Bronx,0.3507015052558029
Latino,Latino,THE BRONX,Bronx,0.2205632619328527
Black,Black,THE BRONX,Bronx,0.2131458809397955
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3992286398636142
White,White,%all%,%all%,0.3821611379072744
Latino,Latino,%all%,%all%,0.2661271089581984
Black,Black,%all%,%all%,0.2233460835732219
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5182832620808954
