Borough-value,Borough-alias,Demographic -value,Demographic -alias,AGG(Calculation1)-alias
STATEN ISLAND,Staten Island,M,Male,0.3452694903866068
STATEN ISLAND,Staten Island,F,Female,0.3806494266377863
QUEENS,Queens,M,Male,0.3112545910131045
QUEENS,Queens,F,Female,0.3460324543573372
MANHATTAN,Manhattan,M,Male,0.3829021255359451
MANHATTAN,Manhattan,F,Female,0.4157732630378926
BROOKLYN,Brooklyn,M,Male,0.2653359362317572
BROOKLYN,Brooklyn,F,Female,0.2952129608066256
THE BRONX,Bronx,M,Male,0.2668971623717129
THE BRONX,Bronx,F,Female,0.2921645067460359
%all%,%all%,M,Male,0.3076171770841586
%all%,%all%,F,Female,0.3382029602413678
