Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3826371264668485
Latino,Latino,STATEN ISLAND,Staten Island,0.3015704335041513
Black,Black,STATEN ISLAND,Staten Island,0.2558033141956419
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.594989947087296
White,White,QUEENS,Queens,0.3947017692415378
Latino,Latino,QUEENS,Queens,0.345545151801512
Black,Black,QUEENS,Queens,0.247750360211037
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.574010698771705
White,White,MANHATTAN,Manhattan,0.5400304947880176
Latino,Latino,MANHATTAN,Manhattan,0.3710417583010027
Black,Black,MANHATTAN,Manhattan,0.3215657406076447
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5857360472573092
White,White,BROOKLYN,Brooklyn,0.3938111534767378
Latino,Latino,BROOKLYN,Brooklyn,0.2974083273034871
Black,Black,BROOKLYN,Brooklyn,0.2467229784925966
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5697057887527064
White,White,THE BRONX,Bronx,0.3963109776051934
Latino,Latino,THE BRONX,Bronx,0.2696583868999185
Black,Black,THE BRONX,Bronx,0.2545234870156723
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4600710713997028
White,White,%all%,%all%,0.4377074107685678
Latino,Latino,%all%,%all%,0.3146080192181974
Black,Black,%all%,%all%,0.2574740896456334
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.570727219355037
